"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"|"avgConsumption"
6117|"31-07-2022"|55048.418|"Herb Feldmark"|"St 069 No 642 56"|14.043|17.4
6400|"10-08-2022"|76756.31|"Addie Kenlin"|"St 072 No 894 99"|22.378|20.91
6148|"10-08-2022"|95185.66|"Jane Keneford"|"St 072 No 853 68"|27.751|19.31
6192|"21-07-2022"|79056.47|"Elbert Springer"|"St 074 No 377 60"|13.445|19.5
6105|"30-08-2022"|35926.016|"Gleda Wornum"|"St 075 No 031 11"|22.912|17.16
6084|"21-07-2022"|111637.49|"Mead Freke"|"St 079 No 138 93"|18.986|16.8
6959|"16-07-2022"|158160.52|"Cilka Ricket"|"Av 660 No 079 47"|25.217|16.66
6261|"16-07-2022"|110073.25|"Amabelle Langrick"|"St 080 No 988 83"|17.55|18.29
6019|"20-08-2022"|70044.62|"Tann Dysert"|"St 080 No 639 18"|29.781|20.53
6884|"20-08-2022"|35841.977|"Kipper Madine"|"Av 181 No 081 38"|15.239|19.66
6526|"20-08-2022"|61259.93|"Moshe Braunston"|"Av 137 No 085 00"|26.046|19.18
6654|"21-07-2022"|126213.984|"Wyndham Bing"|"Av 152 No 085 70"|21.465|15.96
6799|"31-07-2022"|48200.195|"Chancey Heffernon"|"Av 495 No 085 54"|12.296|14.67
6426|"30-08-2022"|43439.87|"Donnell Wren"|"St 086 No 856 18"|27.704|18.86
6821|"31-07-2022"|93640.72|"Isadore Laible"|"Av 881 No 087 28"|23.888|17.51
6278|"21-07-2022"|124150.11|"Carroll Beall"|"St 088 No 796 94"|21.114|18.27
6125|"21-07-2022"|148510.9|"Lizzie Guiso"|"St 089 No 566 63"|25.257|19.21
6967|"20-08-2022"|50861.785|"Caryl Aireton"|"Av 486 No 095 92"|21.625|18.43
6300|"16-07-2022"|116426.766|"Oby Shearmer"|"St 097 No 238 26"|18.563|15.91
6646|"30-08-2022"|21958.271|"Cristine Tabner"|"Av 896 No 097 72"|14.004|18.96
6969|"20-08-2022"|26913.822|"Tyson MacCartan"|"Av 842 No 098 95"|11.443|18.02
6486|"21-07-2022"|173700.78|"Tonya Glowacz"|"St 098 No 764 69"|29.541|19.94
6446|"16-07-2022"|51198.17|"Cody Osbiston"|"St 098 No 397 27"|8.163|19.47
6474|"16-07-2022"|67524.13|"Blayne Yedall"|"St 099 No 420 43"|10.766|17.94
6038|"30-08-2022"|35604.574|"Kennedy Randleson"|"St 099 No 550 31"|22.707|17.28
6286|"16-07-2022"|76010.125|"Shaylah Hurst"|"St 100 No 211 52"|12.119|16.48
6024|"21-07-2022"|128377.82|"Reena Churly"|"St 102 No 436 00"|21.833|21.25
6015|"10-08-2022"|53809.684|"Elise Meffen"|"St 102 No 232 67"|15.688|20.82
6364|"31-07-2022"|24888.016|"Baudoin Chapelhow"|"St 104 No 961 10"|6.349|16.76
6327|"21-07-2022"|53355.027|"Daile Rodd"|"St 104 No 201 50"|9.074|15.56
6485|"20-08-2022"|69287.27|"Rhianna Revell"|"St 104 No 111 13"|29.459|17.02
6902|"20-08-2022"|48902.574|"Trude Crunden"|"Av 824 No 106 41"|20.792|17.29
6673|"10-08-2022"|82000.77|"Gael Camilli"|"Av 379 No 106 60"|23.907|18.79
6926|"31-07-2022"|52084.906|"Wilhelm Tacon"|"Av 075 No 106 25"|13.287|19.41
6693|"16-07-2022"|179811.39|"Magdalen Stickels"|"Av 945 No 107 25"|28.669|16.28
6440|"10-08-2022"|37976.848|"Oneida Sprasen"|"St 108 No 305 95"|11.072|19.86
6928|"21-07-2022"|40324.973|"Ealasaid Leabeater"|"Av 151 No 109 03"|6.858|17.49
6270|"16-07-2022"|55475.664|"Earvin Pleager"|"St 110 No 176 93"|8.845|17.34
6947|"20-08-2022"|22856.639|"Sam Dallosso"|"Av 405 No 111 14"|9.718|17.1
6232|"10-08-2022"|83166.97|"Tabbie Bucktrout"|"St 112 No 493 63"|24.247|20.02
6726|"16-07-2022"|59496.004|"Jdavie Eke"|"Av 057 No 112 27"|9.486|15.58
6501|"30-08-2022"|24564.287|"Leela Mathonnet"|"Av 496 No 113 77"|15.666|15.42
6973|"20-08-2022"|39656.902|"Bogey Dougan"|"Av 457 No 115 51"|16.861|17.36
6964|"31-07-2022"|52782.664|"Ofella Galia"|"Av 215 No 117 54"|13.465|16.2
6885|"30-08-2022"|38405.023|"Damien Cantillion"|"Av 854 No 117 04"|24.493|17.26
6989|"10-08-2022"|34269.03|"Adolph Gronav"|"Av 092 No 119 53"|9.991|15.73
6800|"10-08-2022"|59781.297|"Mavis Chevis"|"Av 123 No 119 44"|17.429|16.5
6455|"30-08-2022"|33639.87|"Kalil Albiston"|"St 119 No 999 92"|21.454|19.66
6585|"16-07-2022"|144550.33|"Ilse Calyton"|"Av 220 No 120 40"|23.047|15.36
6244|"30-08-2022"|14823.872|"Trumaine MacAless"|"St 122 No 567 27"|9.454|16.9
6339|"31-07-2022"|67408.15|"Tania Burns"|"St 122 No 501 96"|17.196|16.6
6930|"30-08-2022"|33276.098|"Jeni Collings"|"Av 048 No 122 89"|21.222|16.13
6783|"20-08-2022"|16609.754|"Delcine Crone"|"Av 017 No 125 99"|7.062|19.76
6225|"21-07-2022"|147499.55|"Serge Stenbridge"|"St 125 No 182 87"|25.085|18.53
6052|"20-08-2022"|44890.082|"Carlin McCurdy"|"St 125 No 464 93"|19.086|17.43
6815|"10-08-2022"|80326.94|"Gallard Graalman"|"Av 932 No 127 37"|23.419|18.35
6374|"20-08-2022"|23216.494|"Haily Blaxlande"|"St 130 No 004 89"|9.871|16.63
6235|"10-08-2022"|74924.7|"Gabe Warrener"|"St 133 No 078 79"|21.844|19.07
6703|"31-07-2022"|35569.99|"Dorena Semaine"|"Av 615 No 134 89"|9.074|17.3
6237|"10-08-2022"|89289.5|"Marris Wiffler"|"St 136 No 105 09"|26.032|18.46
6021|"21-07-2022"|92404.04|"Felecia Reynoollds"|"St 137 No 561 65"|15.715|18.85
6863|"31-07-2022"|25856.254|"Breena Winspeare"|"Av 025 No 138 80"|6.596|16.85
6119|"30-08-2022"|40503.008|"Marni Bennough"|"St 139 No 241 52"|25.831|22.47
6949|"30-08-2022"|37975.39|"Zacharias Hadden"|"Av 778 No 140 45"|24.219|15.78
6775|"31-07-2022"|111547.234|"Huberto Aronow"|"Av 183 No 140 57"|28.456|16.33
6914|"31-07-2022"|31783.28|"Johanna Tempest"|"Av 016 No 141 20"|8.108|18.24
6808|"20-08-2022"|57936.57|"Charity Haythornthwaite"|"Av 028 No 141 13"|24.633|18.17
6475|"20-08-2022"|17649.332|"Rosaleen Flewan"|"St 141 No 338 70"|7.504|16.24
6215|"10-08-2022"|49745.145|"Perla Batteson"|"St 141 No 420 28"|14.503|18.69
6978|"16-07-2022"|116527.12|"Hesther Coddrington"|"Av 598 No 142 87"|18.579|18.29
6248|"20-08-2022"|59747.6|"Meier Gayforth"|"St 143 No 711 90"|25.403|19.94
6412|"16-07-2022"|157972.36|"Kirstyn Jickles"|"St 146 No 266 80"|25.187|20.9
6984|"16-07-2022"|111290.016|"Jonell Blaszkiewicz"|"Av 368 No 147 43"|17.744|20.06
6186|"20-08-2022"|55102.42|"Kristi Gellately"|"St 147 No 471 89"|23.428|18.61
6358|"31-07-2022"|63378.4|"Wilone Penhearow"|"St 147 No 821 65"|16.168|19.45
6067|"31-07-2022"|31281.52|"Jae Broadbridge"|"St 148 No 087 81"|7.98|15.78
6106|"10-08-2022"|93041.91|"Mikol Bibby"|"St 149 No 933 54"|27.126|16.87
6516|"10-08-2022"|42432.406|"Daphne Mayers"|"Av 609 No 150 55"|12.371|15.71
6827|"16-07-2022"|188134.31|"Ashleigh Bilbey"|"Av 371 No 151 26"|29.996|18.48
6795|"10-08-2022"|77147.336|"Josias Picardo"|"Av 949 No 151 71"|22.492|16.41
6108|"30-08-2022"|47011.777|"Priscilla Martyntsev"|"St 155 No 420 64"|29.982|17.26
6986|"21-07-2022"|112002.05|"Gaby Meeus"|"Av 524 No 155 53"|19.048|12.43
6456|"30-08-2022"|29936.256|"Gaultiero Bumphrey"|"St 157 No 569 34"|19.092|13.38
6354|"16-07-2022"|95961.3|"Gerek Talks"|"St 158 No 337 07"|15.3|18.95
6939|"31-07-2022"|29701.764|"Binni Sworne"|"Av 022 No 158 11"|7.577|13.35
6427|"20-08-2022"|16172.283|"Wesley Braunroth"|"St 162 No 053 47"|6.876|16.45
6931|"10-08-2022"|64669.03|"Rica Boffin"|"Av 650 No 163 73"|18.854|15.11
6913|"21-07-2022"|63915.492|"Dixie Giovannelli"|"Av 623 No 164 72"|10.87|19.1
6386|"31-07-2022"|42096.773|"Grantley Ganter"|"St 165 No 485 02"|10.739|14.27
6010|"21-07-2022"|126349.23|"Lisha Fronks"|"St 166 No 605 48"|21.488|19.93
6980|"20-08-2022"|26615.12|"Corbin Cluett"|"Av 280 No 166 16"|11.316|21.5
6370|"21-07-2022"|31281.547|"Rosie Yanshin"|"St 170 No 653 62"|5.32|14.6
6977|"20-08-2022"|69941.125|"Caz Beretta"|"Av 278 No 170 74"|29.737|21.79
6672|"30-08-2022"|16586.305|"Gerta Dybell"|"Av 968 No 172 18"|10.578|19.07
6934|"21-07-2022"|169143.8|"Maighdiln Trevallion"|"Av 488 No 172 24"|28.766|16.53
6256|"31-07-2022"|85342.1|"Griff Rubinfajn"|"St 173 No 486 96"|21.771|19.43
6819|"30-08-2022"|22914.752|"Burty Slite"|"Av 950 No 176 45"|14.614|19.7
6441|"30-08-2022"|40063.97|"Stephi Healey"|"St 176 No 230 54"|25.551|19.75
6812|"31-07-2022"|42269.254|"Sterne Banaszkiewicz"|"Av 222 No 177 91"|10.783|19.35
6366|"10-08-2022"|100711.37|"Hanny Grayshan"|"St 181 No 001 37"|29.362|19.32
6578|"31-07-2022"|92915.52|"Frasquito Weitzel"|"Av 255 No 182 01"|23.703|20.14
6691|"20-08-2022"|40955.203|"Yoshiko Eadington"|"Av 341 No 183 74"|17.413|15.72
6537|"31-07-2022"|35683.668|"Berthe Clempton"|"Av 415 No 183 70"|9.103|18.1
6255|"30-08-2022"|39190.594|"Cary Ickovicz"|"St 183 No 548 03"|24.994|17.86
6029|"16-07-2022"|99887.555|"Ozzy Raison"|"St 183 No 965 18"|15.926|21.57
6500|"31-07-2022"|56494.895|"Arleyne Leheude"|"St 184 No 843 70"|14.412|23.25
6541|"31-07-2022"|85479.305|"Esther Albarez"|"Av 706 No 184 19"|21.806|19.65
6068|"20-08-2022"|58185.88|"Cliff Pridmore"|"St 184 No 649 93"|24.739|18.21
6909|"21-07-2022"|108280.016|"Cathi Abdee"|"Av 012 No 185 55"|18.415|17.66
6448|"20-08-2022"|19803.756|"Cesaro Hinstridge"|"St 185 No 068 74"|8.42|17.46
6894|"30-08-2022"|30530.527|"Yoko Hehl"|"Av 637 No 186 91"|19.471|18.97
6698|"10-08-2022"|87265.805|"Roger McLurg"|"Av 185 No 188 43"|25.442|18.74
6210|"20-08-2022"|42782.7|"Shane Ivanikhin"|"St 192 No 046 80"|18.19|15.72
6873|"16-07-2022"|128707.305|"Nappie Baggs"|"Av 016 No 193 40"|20.521|15.82
6539|"30-08-2022"|9817.248|"Reggi Huyge"|"Av 796 No 195 06"|6.261|16.5
6988|"20-08-2022"|15944.141|"Melisande Float"|"Av 193 No 196 70"|6.779|13.72
6580|"31-07-2022"|66698.63|"Keir Lacer"|"Av 725 No 198 08"|17.015|17.11
6630|"20-08-2022"|66401.38|"Stavros Adamiec"|"Av 623 No 198 65"|28.232|15.28
6152|"16-07-2022"|108204.195|"Odette Chetham"|"St 198 No 216 58"|17.252|17.41
6833|"10-08-2022"|67142.055|"Karil McNea"|"Av 073 No 198 82"|19.575|19.11
6849|"21-07-2022"|49362.516|"Borg McGrory"|"Av 804 No 203 51"|8.395|18.58
6846|"10-08-2022"|86500.914|"Berny Sickling"|"Av 618 No 204 53"|25.219|18.91
6165|"10-08-2022"|102117.664|"Giff Coggen"|"St 206 No 327 83"|29.772|16.74
6518|"20-08-2022"|47726.582|"Katrine Ornils"|"Av 343 No 208 22"|20.292|18.01
6839|"10-08-2022"|60769.133|"Gretchen Samudio"|"Av 334 No 208 04"|17.717|17.03
6637|"20-08-2022"|43351.88|"Mariska Leahair"|"Av 019 No 208 28"|18.432|20.45
6981|"31-07-2022"|98658.305|"Doreen Garey"|"Av 078 No 209 03"|25.168|20.42
6355|"16-07-2022"|127760.234|"Lane Geely"|"St 210 No 718 14"|20.37|16.18
6246|"16-07-2022"|179228.1|"Branden Trubshawe"|"St 211 No 634 68"|28.576|19.32
6324|"10-08-2022"|28451.768|"Woodrow Miettinen"|"St 214 No 019 17"|8.295|16.8
6023|"30-08-2022"|26499.2|"Claude Raylton"|"St 215 No 249 82"|16.9|15.61
6297|"31-07-2022"|112797.71|"Hope Fabb"|"St 215 No 253 30"|28.775|19.98
6656|"31-07-2022"|114820.43|"Brenda McGilvray"|"Av 219 No 216 66"|29.291|16.43
6999|"31-07-2022"|39274.38|"Deeann Guillford"|"Av 777 No 218 04"|10.019|19.72
6750|"16-07-2022"|62243.13|"Chalmers Stollhofer"|"Av 656 No 218 52"|9.924|13.2
6457|"31-07-2022"|98744.55|"Candie Iddy"|"St 218 No 559 87"|25.19|16.5
6357|"20-08-2022"|12096.284|"Janene Kenninghan"|"St 218 No 128 05"|5.143|14.98
6611|"16-07-2022"|42505.207|"Maris Fogden"|"Av 531 No 220 05"|6.777|14.55
6418|"31-07-2022"|50908.91|"Salvidor Tripet"|"St 223 No 741 88"|12.987|14.98
6395|"10-08-2022"|73988.31|"Daniella Shawel"|"St 225 No 259 82"|21.571|17.12
6824|"16-07-2022"|165097.33|"Doralia Brizland"|"Av 720 No 225 90"|26.323|17.28
6589|"30-08-2022"|27777.12|"Meryl Offell"|"Av 320 No 227 84"|17.715|14.5
6707|"31-07-2022"|53025.703|"Marylinda Grigoli"|"Av 399 No 229 62"|13.527|19.02
6651|"31-07-2022"|52645.465|"Barbra Berthod"|"Av 989 No 230 81"|13.43|16.04
6196|"30-08-2022"|12470.304|"Elmo Scoular"|"St 231 No 847 46"|7.953|16.49
6878|"10-08-2022"|76217.805|"Cornell Gisbye"|"Av 701 No 234 20"|22.221|20.46
6624|"10-08-2022"|73422.37|"Clemmy Reimer"|"Av 186 No 235 23"|21.406|16.0
6534|"31-07-2022"|73825.17|"Karissa Persey"|"Av 369 No 236 96"|18.833|21.55
6974|"30-08-2022"|30481.92|"Sallyann Huxham"|"Av 131 No 236 13"|19.44|18.07
6130|"20-08-2022"|16586.234|"Martguerita Tennison"|"St 237 No 556 14"|7.052|17.62
6316|"16-07-2022"|117668.62|"Jacinda Cliffe"|"St 238 No 553 80"|18.761|18.5
6642|"30-08-2022"|18569.824|"Farlay Jenkins"|"Av 176 No 239 58"|11.843|17.64
6415|"30-08-2022"|37798.207|"Aridatha Fransoni"|"St 239 No 219 21"|24.106|18.36
6363|"16-07-2022"|180752.19|"Lillian Langfield"|"St 239 No 988 32"|28.819|20.5
6653|"21-07-2022"|112948.73|"Auria Foster"|"Av 123 No 241 53"|19.209|21.68
6614|"16-07-2022"|76536.97|"Marcie Thornley"|"Av 282 No 241 10"|12.203|19.53
6890|"20-08-2022"|29392.818|"Casie Blagburn"|"Av 842 No 241 57"|12.497|20.69
6282|"30-08-2022"|25321.633|"Beale Tinto"|"St 242 No 758 55"|16.149|19.94
6262|"20-08-2022"|19472.125|"Angus Wrankling"|"St 242 No 558 57"|8.279|14.79
6685|"16-07-2022"|182426.81|"Billy Karlolczak"|"Av 372 No 243 94"|29.086|16.49
6865|"31-07-2022"|56859.453|"Emily Corrison"|"Av 592 No 243 35"|14.505|20.04
6101|"31-07-2022"|77792.2|"Arlan Paxton"|"St 243 No 949 23"|19.845|18.87
6545|"30-08-2022"|22863.008|"Susanne Peete"|"Av 551 No 245 12"|14.581|15.2
6088|"31-07-2022"|68176.47|"Hildagard McAuliffe"|"St 246 No 452 04"|17.392|14.79
6184|"30-08-2022"|16862.271|"Aloisia Gautrey"|"St 246 No 200 72"|10.754|22.48
6579|"20-08-2022"|26003.602|"Tammy Tippell"|"Av 830 No 248 89"|11.056|13.98
6968|"30-08-2022"|18381.664|"Rockey Ragborne"|"Av 806 No 248 22"|11.723|15.65
6599|"31-07-2022"|111621.72|"Ginnifer Riccardi"|"Av 274 No 249 65"|28.475|18.31
6127|"10-08-2022"|63526.844|"Micheil Shimwall"|"St 249 No 752 63"|18.521|19.02
6384|"31-07-2022"|86961.055|"Georgeta Cudby"|"St 252 No 935 91"|22.184|17.48
6128|"10-08-2022"|28136.207|"Ortensia Willgress"|"St 253 No 199 59"|8.203|14.38
6217|"31-07-2022"|56004.9|"Berte Constance"|"St 253 No 911 84"|14.287|14.28
6742|"16-07-2022"|81579.64|"Kellen Lean"|"Av 784 No 254 49"|13.007|16.56
6110|"16-07-2022"|98808.77|"Kass Kenefick"|"St 254 No 081 28"|15.754|16.49
6487|"30-08-2022"|35557.535|"Ardis Bradock"|"St 255 No 169 30"|22.677|20.36
6620|"20-08-2022"|39633.383|"Philly Renals"|"Av 676 No 256 80"|16.851|18.19
6471|"21-07-2022"|85048.17|"Axel Lenin"|"St 257 No 604 55"|14.464|15.12
6700|"30-08-2022"|8359.008|"Merrie Dufour"|"Av 069 No 258 35"|5.331|13.59
6689|"30-08-2022"|24724.225|"Dukey Prendergast"|"Av 193 No 259 77"|15.768|13.88
6643|"30-08-2022"|45721.312|"Adlai Perview"|"Av 416 No 259 92"|29.159|20.66
6852|"30-08-2022"|30173.023|"Abdel Kendle"|"Av 969 No 260 52"|19.243|17.09
6813|"16-07-2022"|89582.69|"Claudine Hasser"|"Av 604 No 260 25"|14.283|15.04
6082|"16-07-2022"|139752.27|"Kylie Kalf"|"St 263 No 882 02"|22.282|18.23
6687|"31-07-2022"|107521.41|"Jaquelin Rysom"|"Av 937 No 263 30"|27.429|18.09
6540|"31-07-2022"|64903.273|"Matthaeus Krysztofiak"|"Av 975 No 264 28"|16.557|16.06
6838|"20-08-2022"|52559.92|"Rafferty Drewett"|"Av 237 No 264 25"|22.347|16.99
6818|"20-08-2022"|31984.713|"Raffarty Trouncer"|"Av 030 No 264 54"|13.599|16.76
6670|"21-07-2022"|80638.18|"Templeton Aronowicz"|"Av 519 No 266 88"|13.714|18.67
6965|"16-07-2022"|152195.86|"Katee Imeson"|"Av 180 No 267 15"|24.266|21.03
6596|"10-08-2022"|21193.908|"Filippo Riall"|"Av 497 No 267 09"|6.179|17.64
6470|"20-08-2022"|27798.17|"Tadeas De Dei"|"St 268 No 271 55"|11.819|16.66
6664|"21-07-2022"|136404.02|"Lanita Damiata"|"Av 743 No 271 39"|23.198|19.28
6564|"20-08-2022"|14946.896|"Shurlocke Jansema"|"Av 293 No 272 44"|6.355|16.48
6532|"21-07-2022"|176299.73|"Dori Harkins"|"Av 655 No 273 07"|29.983|17.89
6677|"16-07-2022"|183179.45|"Nikolaos Jedrychowski"|"Av 821 No 274 36"|29.206|15.76
6789|"31-07-2022"|108881.64|"Olav Jennery"|"Av 631 No 276 71"|27.776|20.99
6547|"21-07-2022"|125725.945|"Paul MacLeod"|"Av 127 No 276 09"|21.382|18.36
6616|"30-08-2022"|25432.96|"Chev Minogue"|"Av 006 No 276 42"|16.22|19.31
6515|"31-07-2022"|108054.52|"My Pedro"|"Av 539 No 279 46"|27.565|17.1
6305|"31-07-2022"|110884.76|"Siffre Davidow"|"St 281 No 493 51"|28.287|18.88
6602|"30-08-2022"|40499.87|"Cathie Mosten"|"Av 554 No 281 72"|25.829|13.9
6407|"20-08-2022"|31384.955|"Maxine Aleso"|"St 283 No 500 06"|13.344|19.01
6156|"30-08-2022"|7935.648|"Calypso Constant"|"St 283 No 910 85"|5.061|15.95
6037|"16-07-2022"|187626.28|"Eadie Blenkhorn"|"St 284 No 150 30"|29.915|16.46
6303|"10-08-2022"|98752.84|"Maxine Collington"|"St 285 No 456 50"|28.791|16.51
6905|"31-07-2022"|54617.22|"Ulrikaumeko McCrone"|"Av 816 No 285 08"|13.933|18.57
6927|"30-08-2022"|16156.672|"Daphene Molfino"|"Av 463 No 287 39"|10.304|17.2
6468|"31-07-2022"|91786.56|"Rosaline Trundler"|"St 290 No 861 15"|23.415|13.33
6112|"10-08-2022"|57634.12|"Stefanie Pettingill"|"St 291 No 352 71"|16.803|14.81
6584|"30-08-2022"|35196.895|"Nanny Learmouth"|"Av 208 No 295 17"|22.447|17.7
6288|"20-08-2022"|66796.516|"Tiffie Caen"|"St 297 No 702 39"|28.4|18.77
6598|"16-07-2022"|142286.14|"Vin Kynge"|"Av 140 No 298 58"|22.686|19.18
6097|"10-08-2022"|34886.43|"Gardy McNabb"|"St 299 No 203 74"|10.171|13.31
6035|"31-07-2022"|60254.168|"Addi Duddridge"|"St 300 No 579 59"|15.371|21.13
6367|"20-08-2022"|13140.568|"Carmella Romao"|"St 301 No 481 21"|5.587|14.03
6681|"20-08-2022"|59263.094|"Wendye Coram"|"Av 574 No 303 44"|25.197|17.41
6753|"21-07-2022"|126049.34|"Odelle Melluish"|"Av 981 No 304 17"|21.437|17.37
