"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"|"avgConsumption"|"last"
17932|"16-04-2022"|68740.9|"Bartholomeus Benger"|"Av 595 No 038 24"|10.96|19.53|"28,093 17,027 13,469"
17404|"11-05-2022"|64082.504|"Alidia Lawden"|"St 038 No 135 09"|18.683|19.58|"26,345 16,368 16,034"
17024|"31-05-2022"|12239.808|"Howie Jeeks"|"St 039 No 048 30"|7.806|19.34|"22,605 9,694 25,733"
17418|"11-05-2022"|18497.936|"Cornall Elverstone"|"St 039 No 424 67"|5.393|20.58|"14,606 29,094 18,037"
17110|"31-05-2022"|26671.68|"Nannie Lernihan"|"Av 705 No 039 48"|17.01|20.52|"6,246 27,977 27,328"
17965|"16-04-2022"|122153.086|"Kessia Von Oertzen"|"Av 258 No 041 08"|19.476|19.65|"22,009 16,524 20,412"
17374|"11-05-2022"|52866.438|"Ranice Tidmarsh"|"Av 464 No 042 42"|15.413|22.41|"26,214 22,779 18,232"
17849|"16-04-2022"|55939.79|"Brion Wille"|"Av 439 No 044 54"|8.919|16.57|"12,994 23,296 13,426"
17298|"21-05-2022"|12449.083|"Talbot Pray"|"St 044 No 388 89"|5.293|18.08|"26,287 17,212 10,742"
17295|"21-05-2022"|52877.438|"Gloriane Seccombe"|"Av 788 No 045 90"|22.482|22.5|"28,794 26,211 12,497"
17514|"11-05-2022"|22233.195|"Raimundo Fadden"|"St 047 No 198 25"|6.482|23.83|"24,048 21,003 26,444"
17324|"21-05-2022"|20064.826|"Hagan De Filippi"|"St 047 No 302 84"|8.531|8.87|"6,621 13,52 6,47"
17287|"21-05-2022"|15043.328|"Kora Walhedd"|"Av 587 No 047 40"|6.396|23.24|"26,839 18,32 24,549"
17354|"21-05-2022"|67083.46|"Dwight Corteney"|"St 047 No 877 96"|28.522|11.42|"5,811 22,748 5,686"
17484|"11-05-2022"|64562.703|"Charity Gayton"|"St 048 No 678 81"|18.823|17.04|"14,439 16,194 20,5"
17457|"11-05-2022"|59674.965|"Tatiania Giacubo"|"Av 421 No 048 32"|17.398|15.68|"11,739 29,171 6,142"
17944|"16-04-2022"|149398.56|"Stephani Snoxill"|"St 049 No 492 55"|23.82|12.81|"5,431 27,516 5,482"
17718|"21-04-2022"|170237.47|"Court Vampouille"|"St 050 No 248 54"|28.952|20.28|"22,884 25,434 12,536"
17781|"21-04-2022"|112137.29|"Giselle Dashkov"|"Av 888 No 052 91"|19.071|12.12|"6,356 5,695 24,322"
17856|"16-04-2022"|155432.2|"Torrie Thebeau"|"Av 157 No 052 29"|24.782|9.7|"12,578 10,898 5,634"
17083|"31-05-2022"|8818.432|"Kamilah Kyne"|"St 054 No 675 20"|5.624|16.33|"16,843 20,705 11,429"
17124|"31-05-2022"|34729.633|"Shirlee Laherty"|"Av 020 No 056 90"|22.149|14.41|"15,863 8,174 19,188"
17909|"16-04-2022"|111239.836|"Jobye Southgate"|"Av 587 No 057 82"|17.736|21.11|"29,085 10,08 24,151"
17312|"21-05-2022"|19131.086|"Sybyl Keme"|"St 058 No 994 77"|8.134|11.03|"7,64 11,527 13,912"
17578|"01-05-2022"|93072.32|"Farly Foucar"|"Av 659 No 059 94"|23.743|24.9|"28,984 18,133 27,584"
17264|"21-05-2022"|68092.46|"Duncan Sylett"|"St 060 No 416 67"|28.951|11.27|"8,763 13,644 11,416"
17266|"21-05-2022"|34233.215|"Rodrick Ashbee"|"Av 278 No 060 38"|14.555|14.17|"8,178 8,243 26,094"
17474|"11-05-2022"|58512.2|"Karol Pritchard"|"Av 654 No 062 78"|17.059|16.16|"6,743 20,364 21,37"
17130|"31-05-2022"|39033.793|"Bernarr Titman"|"St 063 No 688 63"|24.894|17.67|"20,594 21,802 10,601"
17813|"21-04-2022"|115782.88|"Yvon Currm"|"St 064 No 330 52"|19.691|19.81|"21,396 9,426 28,6"
17880|"16-04-2022"|130902.49|"Marve Armitt"|"Av 278 No 064 39"|20.871|15.25|"8,259 18,485 19,013"
17918|"16-04-2022"|103688.375|"Pryce Grewar"|"Av 895 No 066 88"|16.532|13.8|"9,152 6,663 25,587"
17402|"11-05-2022"|91937.45|"Mei Mechi"|"St 067 No 815 48"|26.804|19.07|"9,849 22,824 24,551"
17361|"11-05-2022"|99565.75|"Caye Rice"|"Av 598 No 069 20"|29.028|17.14|"19,898 8,661 22,861"
17523|"01-05-2022"|81453.47|"Herb Feldmark"|"St 069 No 642 56"|20.779|15.92|"9,591 8,988 29,192"
17396|"11-05-2022"|71336.93|"Addie Kenlin"|"St 072 No 894 99"|20.798|25.27|"24,93 27,014 23,858"
17509|"11-05-2022"|63660.613|"Jane Keneford"|"St 072 No 853 68"|18.56|21.77|"10,034 29,802 25,48"
17816|"21-04-2022"|56759.543|"Elbert Springer"|"St 074 No 377 60"|9.653|16.7|"23,243 18,631 8,221"
17009|"31-05-2022"|25884.545|"Gleda Wornum"|"St 075 No 031 11"|16.508|16.01|"15,114 9,473 23,452"
17818|"21-04-2022"|123756.15|"Mead Freke"|"St 079 No 138 93"|21.047|13.67|"5,966 24,793 10,25"
17939|"16-04-2022"|63591.605|"Cilka Ricket"|"Av 660 No 079 47"|10.139|11.23|"7,296 11,591 14,817"
17929|"16-04-2022"|178381.39|"Amabelle Langrick"|"St 080 No 988 83"|28.441|17.78|"22,4 25,158 5,779"
17197|"21-05-2022"|60803.645|"Tann Dysert"|"St 080 No 639 18"|25.852|14.86|"15,456 15,924 13,195"
17224|"21-05-2022"|66714.195|"Kipper Madine"|"Av 181 No 081 38"|28.365|16.18|"18,556 23,582 6,39"
17307|"21-05-2022"|49038.992|"Moshe Braunston"|"Av 137 No 085 00"|20.85|18.53|"7,525 25,845 22,205"
17685|"21-04-2022"|44052.887|"Wyndham Bing"|"Av 152 No 085 70"|7.492|19.88|"21,888 12,94 24,808"
17602|"01-05-2022"|53033.543|"Chancey Heffernon"|"Av 495 No 085 54"|13.529|14.35|"23,482 7,131 12,45"
17091|"31-05-2022"|35570.08|"Donnell Wren"|"St 086 No 856 18"|22.685|19.27|"17,407 21,924 18,493"
17625|"01-05-2022"|45777.645|"Isadore Laible"|"Av 881 No 087 28"|11.678|14.71|"28,842 8,895 6,38"
17699|"21-04-2022"|43517.805|"Carroll Beall"|"St 088 No 796 94"|7.401|18.82|"16,402 15,213 24,856"
17705|"21-04-2022"|137321.28|"Lizzie Guiso"|"St 089 No 566 63"|23.354|15.91|"9,77 13,936 24,021"
17255|"21-05-2022"|60827.164|"Caryl Aireton"|"Av 486 No 095 92"|25.862|16.82|"19,593 9,661 21,192"
17945|"16-04-2022"|106629.93|"Oby Shearmer"|"St 097 No 238 26"|17.001|16.78|"12,534 10,719 27,097"
17043|"31-05-2022"|33614.785|"Cristine Tabner"|"Av 896 No 097 72"|21.438|23.75|"14,266 28,845 28,131"
17257|"21-05-2022"|69825.88|"Tyson MacCartan"|"Av 842 No 098 95"|29.688|22.75|"24,667 14,59 29,003"
17756|"21-04-2022"|162793.4|"Tonya Glowacz"|"St 098 No 764 69"|27.686|18.95|"10,472 17,842 28,524"
17935|"16-04-2022"|46431.47|"Cody Osbiston"|"St 098 No 397 27"|7.403|16.37|"13,757 22,209 13,141"
17957|"16-04-2022"|184966.97|"Blayne Yedall"|"St 099 No 420 43"|29.491|16.44|"29,329 10,633 9,344"
17003|"31-05-2022"|33922.113|"Kennedy Randleson"|"St 099 No 550 31"|21.634|16.2|"13,874 25,893 8,829"
17946|"16-04-2022"|175308.11|"Shaylah Hurst"|"St 100 No 211 52"|27.951|13.22|"16,758 5,037 17,871"
17826|"21-04-2022"|162305.36|"Reena Churly"|"St 102 No 436 00"|27.603|20.48|"26,701 11,301 23,448"
17381|"11-05-2022"|75963.99|"Elise Meffen"|"St 102 No 232 67"|22.147|19.6|"25,554 24,107 9,125"
17596|"01-05-2022"|65267.832|"Baudoin Chapelhow"|"St 104 No 961 10"|16.65|24.72|"26,24 23,631 24,281"
17745|"21-04-2022"|119616.63|"Daile Rodd"|"St 104 No 201 50"|20.343|7.31|"9,025 6,426 6,492"
17236|"21-05-2022"|68351.18|"Rhianna Revell"|"St 104 No 111 13"|29.061|12.35|"9,415 17,501 10,144"
17261|"21-05-2022"|44767.777|"Trude Crunden"|"Av 824 No 106 41"|19.034|15.28|"24,211 6,476 15,14"
17421|"11-05-2022"|81918.45|"Gael Camilli"|"Av 379 No 106 60"|23.883|22.68|"11,421 28,111 28,519"
17571|"01-05-2022"|92225.6|"Wilhelm Tacon"|"Av 075 No 106 25"|23.527|16.78|"9,244 12,363 28,743"
17874|"16-04-2022"|101411.65|"Magdalen Stickels"|"Av 945 No 107 25"|16.169|7.16|"9,287 5,524 6,674"
17520|"11-05-2022"|72177.28|"Oneida Sprasen"|"St 108 No 305 95"|21.043|15.62|"29,331 9,13 8,405"
17682|"21-04-2022"|62851.215|"Ealasaid Leabeater"|"Av 151 No 109 03"|10.689|19.46|"10,856 27,592 19,939"
17898|"16-04-2022"|129071.08|"Earvin Pleager"|"St 110 No 176 93"|20.579|16.47|"8,987 13,086 27,347"
17186|"21-05-2022"|47813.605|"Sam Dallosso"|"Av 405 No 111 14"|20.329|19.64|"23,837 29,959 5,113"
17497|"11-05-2022"|35555.277|"Tabbie Bucktrout"|"St 112 No 493 63"|10.366|22.43|"27,657 20,243 19,387"
17894|"16-04-2022"|50407.902|"Jdavie Eke"|"Av 057 No 112 27"|8.037|19.68|"14,484 24,605 19,955"
17162|"31-05-2022"|33664.96|"Leela Mathonnet"|"Av 496 No 113 77"|21.47|11.83|"17,391 6,6 11,495"
17345|"21-05-2022"|59954.58|"Bogey Dougan"|"Av 457 No 115 51"|25.491|14.42|"14,049 5,937 23,271"
17527|"01-05-2022"|81449.555|"Ofella Galia"|"Av 215 No 117 54"|20.778|18.19|"26,926 22,322 5,327"
17018|"31-05-2022"|14406.784|"Damien Cantillion"|"Av 854 No 117 04"|9.188|14.85|"16,152 22,378 6,014"
17398|"11-05-2022"|40683.113|"Adolph Gronav"|"Av 092 No 119 53"|11.861|20.33|"19,01 20,73 21,255"
17498|"11-05-2022"|20806.32|"Mavis Chevis"|"Av 123 No 119 44"|6.066|22.98|"29,191 22,98 16,768"
17005|"31-05-2022"|16953.217|"Kalil Albiston"|"St 119 No 999 92"|10.812|21.42|"9,838 25,872 28,556"
17848|"16-04-2022"|72598.17|"Ilse Calyton"|"Av 220 No 120 40"|11.575|10.56|"12,344 5,779 13,545"
17084|"31-05-2022"|41349.727|"Trumaine MacAless"|"St 122 No 567 27"|26.371|18.9|"27,726 9,65 19,326"
17669|"01-05-2022"|24919.377|"Tania Burns"|"St 122 No 501 96"|6.357|16.35|"20,538 10,52 17,979"
17108|"31-05-2022"|24249.12|"Jeni Collings"|"Av 048 No 122 89"|15.465|14.15|"11,816 23,853 6,785"
17330|"21-05-2022"|63706.0|"Delcine Crone"|"Av 017 No 125 99"|27.086|20.24|"19,552 11,9 29,279"
17791|"21-04-2022"|157877.73|"Serge Stenbridge"|"St 125 No 182 87"|26.85|20.99|"25,182 26,756 11,021"
17243|"21-05-2022"|51746.133|"Carlin McCurdy"|"St 125 No 464 93"|22.001|18.83|"20,264 19,233 16,981"
17488|"11-05-2022"|43372.223|"Gallard Graalman"|"Av 932 No 127 37"|12.645|22.54|"25,387 13,015 29,216"
17268|"21-05-2022"|24740.582|"Haily Blaxlande"|"St 130 No 004 89"|10.519|20.06|"28,716 11,711 19,762"
17393|"11-05-2022"|70174.164|"Gabe Warrener"|"St 133 No 078 79"|20.459|18.34|"12,221 18,421 24,385"
17629|"01-05-2022"|67521.83|"Dorena Semaine"|"Av 615 No 134 89"|17.225|16.28|"12,201 19,169 17,463"
17371|"11-05-2022"|83887.266|"Marris Wiffler"|"St 136 No 105 09"|24.457|22.09|"14,483 25,355 26,444"
17834|"21-04-2022"|49656.516|"Felecia Reynoollds"|"St 137 No 561 65"|8.445|24.1|"25,906 27,371 19,011"
17643|"01-05-2022"|93483.92|"Breena Winspeare"|"Av 025 No 138 80"|23.848|19.14|"7,749 24,46 25,213"
17109|"31-05-2022"|37461.09|"Marni Bennough"|"St 139 No 241 52"|23.891|25.15|"29,196 19,779 26,473"
17007|"31-05-2022"|10381.728|"Zacharias Hadden"|"Av 778 No 140 45"|6.621|14.97|"19,291 18,231 7,384"
17539|"01-05-2022"|64754.316|"Huberto Aronow"|"Av 183 No 140 57"|16.519|18.22|"20,664 24,22 9,773"
17525|"01-05-2022"|84228.83|"Johanna Tempest"|"Av 016 No 141 20"|21.487|19.83|"10,118 29,324 20,058"
17343|"21-05-2022"|13364.007|"Charity Haythornthwaite"|"Av 028 No 141 13"|5.682|19.14|"23,025 13,496 20,899"
17317|"21-05-2022"|35112.86|"Rosaleen Flewan"|"St 141 No 338 70"|14.929|17.58|"29,059 14,534 9,144"
17366|"11-05-2022"|53353.496|"Perla Batteson"|"St 141 No 420 28"|15.555|19.25|"22,784 6,497 28,47"
17973|"16-04-2022"|187507.11|"Hesther Coddrington"|"Av 598 No 142 87"|29.896|19.26|"16,075 22,361 19,352"
17250|"21-05-2022"|28169.785|"Meier Gayforth"|"St 143 No 711 90"|11.977|21.69|"29,694 18,721 16,661"
17999|"16-04-2022"|65385.39|"Kirstyn Jickles"|"St 146 No 266 80"|10.425|26.31|"27,008 23,791 28,117"
17872|"16-04-2022"|119029.63|"Jonell Blaszkiewicz"|"Av 368 No 147 43"|18.978|19.16|"22,263 20,932 14,294"
17222|"21-05-2022"|32551.541|"Kristi Gellately"|"St 147 No 471 89"|13.84|13.52|"12,279 20,404 7,889"
17538|"01-05-2022"|26608.893|"Wilone Penhearow"|"St 147 No 821 65"|6.788|21.05|"7,406 29,446 26,292"
17564|"01-05-2022"|106447.33|"Jae Broadbridge"|"St 148 No 087 81"|27.155|12.12|"5,429 21,079 9,843"
17415|"11-05-2022"|23574.32|"Mikol Bibby"|"St 149 No 933 54"|6.873|19.33|"11,912 16,59 29,479"
17462|"11-05-2022"|83828.95|"Daphne Mayers"|"Av 609 No 150 55"|24.44|12.35|"14,291 16,238 6,534"
17899|"16-04-2022"|156379.28|"Ashleigh Bilbey"|"Av 371 No 151 26"|24.933|16.71|"8,573 18,469 23,086"
17379|"11-05-2022"|34773.24|"Josias Picardo"|"Av 949 No 151 71"|10.138|12.64|"18,383 6,846 12,692"
17027|"31-05-2022"|27737.92|"Priscilla Martyntsev"|"St 155 No 420 64"|17.69|14.66|"13,249 25,03 5,692"
17743|"21-04-2022"|30987.547|"Gaby Meeus"|"Av 524 No 155 53"|5.27|9.76|"7,212 5,986 16,096"
17160|"31-05-2022"|46182.305|"Gaultiero Bumphrey"|"St 157 No 569 34"|29.453|12.36|"13,049 14,46 9,562"
17937|"16-04-2022"|184277.05|"Gerek Talks"|"St 158 No 337 07"|29.381|18.39|"12,655 14,896 27,612"
17537|"01-05-2022"|20191.87|"Binni Sworne"|"Av 022 No 158 11"|5.151|20.4|"20,375 18,369 22,466"
17262|"21-05-2022"|28266.215|"Wesley Braunroth"|"St 162 No 053 47"|12.018|19.35|"27,671 10,754 19,63"
17444|"11-05-2022"|68315.11|"Rica Boffin"|"Av 650 No 163 73"|19.917|13.63|"6,709 8,145 26,042"
17795|"21-04-2022"|133799.17|"Dixie Giovannelli"|"Av 623 No 164 72"|22.755|19.79|"25,045 14,966 19,372"
17666|"01-05-2022"|25589.695|"Grantley Ganter"|"St 165 No 485 02"|6.528|15.29|"25,521 11,152 9,21"
17772|"21-04-2022"|53437.348|"Lisha Fronks"|"St 166 No 605 48"|9.088|25.44|"27,163 25,068 24,096"
17259|"21-05-2022"|62859.285|"Corbin Cluett"|"Av 280 No 166 16"|26.726|25.93|"28,897 23,483 25,421"
17767|"21-04-2022"|119334.4|"Rosie Yanshin"|"St 170 No 653 62"|20.295|14.47|"10,43 11,36 21,614"
17328|"21-05-2022"|62172.504|"Caz Beretta"|"Av 278 No 170 74"|26.434|23.67|"26,092 19,057 25,86"
17002|"31-05-2022"|27234.592|"Gerta Dybell"|"Av 968 No 172 18"|17.369|18.35|"6,787 19,85 28,404"
17837|"21-04-2022"|49056.758|"Maighdiln Trevallion"|"Av 488 No 172 24"|8.343|21.38|"11,97 28,824 23,349"
17640|"01-05-2022"|29842.885|"Griff Rubinfajn"|"St 173 No 486 96"|7.613|11.22|"16,484 6,698 10,474"
17171|"31-05-2022"|30375.297|"Burty Slite"|"Av 950 No 176 45"|19.372|15.26|"26,077 7,989 11,72"
17004|"31-05-2022"|30401.951|"Stephi Healey"|"St 176 No 230 54"|19.389|20.79|"23,71 24,953 13,707"
17642|"01-05-2022"|91578.805|"Sterne Banaszkiewicz"|"Av 222 No 177 91"|23.362|20.13|"14,138 25,954 20,291"
17502|"11-05-2022"|78039.13|"Hanny Grayshan"|"St 181 No 001 37"|22.752|16.0|"7,113 14,119 26,759"
17656|"01-05-2022"|72359.09|"Frasquito Weitzel"|"Av 255 No 182 01"|18.459|22.06|"19,704 26,804 19,662"
17267|"21-05-2022"|61565.69|"Yoshiko Eadington"|"Av 341 No 183 74"|26.176|13.73|"9,819 23,538 7,836"
17532|"01-05-2022"|62998.16|"Berthe Clempton"|"Av 415 No 183 70"|16.071|16.2|"15,896 6,26 26,431"
17075|"31-05-2022"|29522.305|"Cary Ickovicz"|"St 183 No 548 03"|18.828|20.92|"10,163 29,205 23,381"
17902|"16-04-2022"|65542.19|"Ozzy Raison"|"St 183 No 965 18"|10.45|26.63|"29,981 21,772 28,131"
17677|"01-05-2022"|50689.39|"Arleyne Leheude"|"St 184 No 843 70"|12.931|19.92|"7,715 23,394 28,658"
17671|"01-05-2022"|86314.26|"Esther Albarez"|"Av 706 No 184 19"|22.019|10.71|"10,346 5,644 16,129"
17278|"21-05-2022"|23599.867|"Cliff Pridmore"|"St 184 No 649 93"|10.034|22.65|"23,725 28,885 15,329"
17738|"21-04-2022"|71077.32|"Cathi Abdee"|"Av 012 No 185 55"|12.088|19.21|"26,151 11,543 19,937"
17185|"21-05-2022"|55485.797|"Cesaro Hinstridge"|"St 185 No 068 74"|23.591|14.59|"10,414 11,846 21,512"
17138|"31-05-2022"|28634.816|"Yoko Hehl"|"Av 637 No 186 91"|18.262|18.58|"17,825 14,576 23,324"
17463|"11-05-2022"|91728.22|"Roger McLurg"|"Av 185 No 188 43"|26.743|13.22|"16,961 6,667 16,044"
17219|"21-05-2022"|18724.193|"Shane Ivanikhin"|"St 192 No 046 80"|7.961|13.24|"22,906 10,986 5,822"
17979|"16-04-2022"|112663.58|"Nappie Baggs"|"Av 016 No 193 40"|17.963|9.98|"14,804 8,582 6,545"
17052|"31-05-2022"|24478.049|"Reggi Huyge"|"Av 796 No 195 06"|15.611|20.22|"28,11 24,951 7,609"
17350|"21-05-2022"|49779.867|"Melisande Float"|"Av 193 No 196 70"|21.165|17.52|"19,252 22,926 10,395"
17631|"01-05-2022"|60869.605|"Keir Lacer"|"Av 725 No 198 08"|15.528|19.16|"11,266 21,894 24,31"
17195|"21-05-2022"|38652.605|"Stavros Adamiec"|"Av 623 No 198 65"|16.434|17.96|"15,277 12,767 25,85"
17852|"16-04-2022"|45892.08|"Odette Chetham"|"St 198 No 216 58"|7.317|14.66|"15,989 19,584 8,416"
17406|"11-05-2022"|91289.19|"Karil McNea"|"Av 073 No 198 82"|26.615|15.86|"10,132 10,164 27,27"
17751|"21-04-2022"|114965.56|"Borg McGrory"|"Av 804 No 203 51"|19.552|15.83|"18,498 9,906 19,075"
17433|"11-05-2022"|82354.06|"Berny Sickling"|"Av 618 No 204 53"|24.01|24.68|"27,854 21,115 25,079"
17419|"11-05-2022"|66006.73|"Giff Coggen"|"St 206 No 327 83"|19.244|10.35|"11,677 5,713 13,667"
17342|"21-05-2022"|68235.94|"Katrine Ornils"|"Av 343 No 208 22"|29.012|18.21|"7,961 22,885 23,789"
17385|"11-05-2022"|39654.113|"Gretchen Samudio"|"Av 334 No 208 04"|11.561|11.27|"7,414 10,888 15,497"
17238|"21-05-2022"|53380.766|"Mariska Leahair"|"Av 019 No 208 28"|22.696|24.77|"21,033 29,952 23,316"
17637|"01-05-2022"|57200.492|"Doreen Garey"|"Av 078 No 209 03"|14.592|24.28|"23,294 22,951 26,609"
17906|"16-04-2022"|130049.51|"Lane Geely"|"St 210 No 718 14"|20.735|9.75|"15,247 8,523 5,477"
17855|"16-04-2022"|183712.56|"Branden Trubshawe"|"St 211 No 634 68"|29.291|10.47|"7,313 15,252 8,858"
17376|"11-05-2022"|39410.586|"Woodrow Miettinen"|"St 214 No 019 17"|11.49|27.73|"28,879 26,364 27,947"
17048|"31-05-2022"|21337.344|"Claude Raylton"|"St 215 No 249 82"|13.608|13.3|"5,626 11,938 22,333"
17638|"01-05-2022"|33872.633|"Hope Fabb"|"St 215 No 253 30"|8.641|16.51|"9,52 25,991 14,022"
17547|"01-05-2022"|71190.94|"Brenda McGilvray"|"Av 219 No 216 66"|18.161|15.91|"25,643 14,226 7,855"
17544|"01-05-2022"|40419.016|"Deeann Guillford"|"Av 777 No 218 04"|10.311|17.81|"8,646 19,034 25,754"
17956|"16-04-2022"|33624.086|"Chalmers Stollhofer"|"Av 656 No 218 52"|5.361|13.14|"10,835 12,667 15,932"
17599|"01-05-2022"|93801.44|"Candie Iddy"|"St 218 No 559 87"|23.929|16.12|"7,227 17,935 23,19"
17196|"21-05-2022"|20862.15|"Janene Kenninghan"|"St 218 No 128 05"|8.87|17.48|"12,942 29,623 9,867"
17990|"16-04-2022"|50238.56|"Maris Fogden"|"Av 531 No 220 05"|8.01|19.6|"10,306 22,767 25,727"
17575|"01-05-2022"|97584.234|"Salvidor Tripet"|"St 223 No 741 88"|24.894|17.26|"9,347 14,251 28,184"
17413|"11-05-2022"|57599.82|"Daniella Shawel"|"St 225 No 259 82"|16.793|16.97|"27,005 6,172 17,724"
17883|"16-04-2022"|61346.24|"Doralia Brizland"|"Av 720 No 225 90"|9.781|15.1|"15,604 8,655 21,043"
17104|"31-05-2022"|22845.76|"Meryl Offell"|"Av 320 No 227 84"|14.57|18.49|"8,435 17,61 29,424"
17627|"01-05-2022"|107787.97|"Marylinda Grigoli"|"Av 399 No 229 62"|27.497|12.56|"17,636 13,374 6,676"
17587|"01-05-2022"|48627.477|"Barbra Berthod"|"Av 989 No 230 81"|12.405|18.95|"11,662 24,114 21,074"
17047|"31-05-2022"|34251.39|"Elmo Scoular"|"St 231 No 847 46"|21.844|22.83|"24,29 19,396 24,813"
17445|"11-05-2022"|62120.55|"Cornell Gisbye"|"Av 701 No 234 20"|18.111|22.73|"20,246 21,905 26,025"
17364|"11-05-2022"|22535.035|"Clemmy Reimer"|"Av 186 No 235 23"|6.57|20.51|"29,598 5,619 26,303"
17658|"01-05-2022"|70708.78|"Karissa Persey"|"Av 369 No 236 96"|18.038|25.25|"28,084 26,821 20,855"
17134|"31-05-2022"|35855.457|"Sallyann Huxham"|"Av 131 No 236 13"|22.867|18.94|"9,19 26,431 21,19"
17188|"21-05-2022"|51226.344|"Martguerita Tennison"|"St 237 No 556 14"|21.78|18.9|"21,354 28,755 6,579"
17869|"16-04-2022"|51329.883|"Jacinda Cliffe"|"St 238 No 553 80"|8.184|26.1|"20,336 29,077 28,899"
17062|"31-05-2022"|23731.68|"Farlay Jenkins"|"Av 176 No 239 58"|15.135|16.88|"23,579 19,146 7,929"
17128|"31-05-2022"|27228.32|"Aridatha Fransoni"|"St 239 No 219 21"|17.365|11.65|"5,109 16,835 12,998"
17897|"16-04-2022"|110443.3|"Lillian Langfield"|"St 239 No 988 32"|17.609|24.89|"20,855 28,473 25,341"
