"id"|"paymentDue"|"amount"|"name"|"address"|"stratum"|"consumption"|"avgConsumption"|"last"
14213|"20-02-2022"|42893.242|"Rasla Francino"|"St 032 No 159 30"|2|18.237|23.67|"29,93 20,911 20,163"
14790|"21-01-2022"|131447.17|"Ricky Coleyshaw"|"Av 052 No 033 40"|5|22.355|17.76|"23,534 6,737 23,023"
14160|"02-03-2022"|31011.904|"Obie Tanti"|"St 033 No 068 01"|1|19.778|14.79|"24,711 12,714 6,938"
14690|"21-01-2022"|54278.188|"Elsey Gronno"|"St 035 No 685 49"|5|9.231|12.32|"7,144 13,918 15,902"
14450|"10-02-2022"|64072.215|"Clarie Boyall"|"St 036 No 175 88"|3|18.68|14.92|"28,414 10,88 5,456"
14874|"16-01-2022"|79202.56|"Bartholomeus Benger"|"Av 595 No 038 24"|6|12.628|19.53|"28,093 17,027 13,469"
14517|"10-02-2022"|91889.43|"Alidia Lawden"|"St 038 No 135 09"|3|26.79|19.58|"26,345 16,368 16,034"
14148|"02-03-2022"|23828.896|"Howie Jeeks"|"St 039 No 048 30"|1|15.197|19.34|"22,605 9,694 25,733"
14385|"10-02-2022"|79589.484|"Cornall Elverstone"|"St 039 No 424 67"|3|23.204|20.58|"14,606 29,094 18,037"
14112|"02-03-2022"|40677.055|"Nannie Lernihan"|"Av 705 No 039 48"|1|25.942|20.52|"6,246 27,977 27,328"
14855|"16-01-2022"|99680.58|"Kessia Von Oertzen"|"Av 258 No 041 08"|6|15.893|19.65|"22,009 16,524 20,412"
14496|"10-02-2022"|89286.07|"Ranice Tidmarsh"|"Av 464 No 042 42"|3|26.031|22.41|"26,214 22,779 18,232"
14949|"16-01-2022"|73338.266|"Brion Wille"|"Av 439 No 044 54"|6|11.693|16.57|"12,994 23,296 13,426"
14199|"20-02-2022"|31620.154|"Talbot Pray"|"St 044 No 388 89"|2|13.444|18.08|"26,287 17,212 10,742"
14229|"20-02-2022"|29743.266|"Gloriane Seccombe"|"Av 788 No 045 90"|2|12.646|22.5|"28,794 26,211 12,497"
14507|"10-02-2022"|102443.51|"Raimundo Fadden"|"St 047 No 198 25"|3|29.867|23.83|"24,048 21,003 26,444"
14318|"20-02-2022"|67916.06|"Hagan De Filippi"|"St 047 No 302 84"|2|28.876|8.87|"6,621 13,52 6,47"
14336|"20-02-2022"|64783.21|"Kora Walhedd"|"Av 587 No 047 40"|2|27.544|23.24|"26,839 18,32 24,549"
14223|"20-02-2022"|49415.31|"Dwight Corteney"|"St 047 No 877 96"|2|21.01|11.42|"5,811 22,748 5,686"
14478|"10-02-2022"|29789.463|"Charity Gayton"|"St 048 No 678 81"|3|8.685|17.04|"14,439 16,194 20,5"
14409|"10-02-2022"|89903.47|"Tatiania Giacubo"|"Av 421 No 048 32"|3|26.211|15.68|"11,739 29,171 6,142"
14910|"16-01-2022"|125207.54|"Stephani Snoxill"|"St 049 No 492 55"|6|19.963|12.81|"5,431 27,516 5,482"
14731|"21-01-2022"|89740.41|"Court Vampouille"|"St 050 No 248 54"|5|15.262|20.28|"22,884 25,434 12,536"
14710|"21-01-2022"|57594.504|"Giselle Dashkov"|"Av 888 No 052 91"|5|9.795|12.12|"6,356 5,695 24,322"
14964|"16-01-2022"|46964.586|"Torrie Thebeau"|"Av 157 No 052 29"|6|7.488|9.7|"12,578 10,898 5,634"
14028|"02-03-2022"|32741.408|"Kamilah Kyne"|"St 054 No 675 20"|1|20.881|16.33|"16,843 20,705 11,429"
14147|"02-03-2022"|27292.607|"Shirlee Laherty"|"Av 020 No 056 90"|1|17.406|14.41|"15,863 8,174 19,188"
14872|"16-01-2022"|159653.25|"Jobye Southgate"|"Av 587 No 057 82"|6|25.455|21.11|"29,085 10,08 24,151"
14278|"20-02-2022"|42159.42|"Sybyl Keme"|"St 058 No 994 77"|2|17.925|11.03|"7,64 11,527 13,912"
14651|"31-01-2022"|111033.72|"Farly Foucar"|"Av 659 No 059 94"|4|28.325|24.9|"28,984 18,133 27,584"
14191|"20-02-2022"|12712.506|"Duncan Sylett"|"St 060 No 416 67"|2|5.405|11.27|"8,763 13,644 11,416"
14330|"20-02-2022"|27765.242|"Rodrick Ashbee"|"Av 278 No 060 38"|2|11.805|14.17|"8,178 8,243 26,094"
14447|"10-02-2022"|29336.705|"Karol Pritchard"|"Av 654 No 062 78"|3|8.553|16.16|"6,743 20,364 21,37"
14157|"02-03-2022"|11673.76|"Bernarr Titman"|"St 063 No 688 63"|1|7.445|17.67|"20,594 21,802 10,601"
14738|"21-01-2022"|117934.96|"Yvon Currm"|"St 064 No 330 52"|5|20.057|19.81|"21,396 9,426 28,6"
14979|"16-01-2022"|185123.77|"Marve Armitt"|"Av 278 No 064 39"|6|29.516|15.25|"8,259 18,485 19,013"
14955|"16-01-2022"|49755.617|"Pryce Grewar"|"Av 895 No 066 88"|6|7.933|13.8|"9,152 6,663 25,587"
14471|"10-02-2022"|19554.373|"Mei Mechi"|"St 067 No 815 48"|3|5.701|19.07|"9,849 22,824 24,551"
14398|"10-02-2022"|52303.918|"Caye Rice"|"Av 598 No 069 20"|3|15.249|17.14|"19,898 8,661 22,861"
14670|"31-01-2022"|55334.58|"Herb Feldmark"|"St 069 No 642 56"|4|14.116|15.92|"9,591 8,988 29,192"
14362|"10-02-2022"|25560.285|"Addie Kenlin"|"St 072 No 894 99"|3|7.452|25.27|"24,93 27,014 23,858"
14459|"10-02-2022"|41053.55|"Jane Keneford"|"St 072 No 853 68"|3|11.969|21.77|"10,034 29,802 25,48"
14823|"21-01-2022"|104522.7|"Elbert Springer"|"St 074 No 377 60"|5|17.776|16.7|"23,243 18,631 8,221"
14024|"02-03-2022"|29379.615|"Gleda Wornum"|"St 075 No 031 11"|1|18.737|16.01|"15,114 9,473 23,452"
14752|"21-01-2022"|49844.676|"Mead Freke"|"St 079 No 138 93"|5|8.477|13.67|"5,966 24,793 10,25"
14962|"16-01-2022"|54083.285|"Cilka Ricket"|"Av 660 No 079 47"|6|8.623|11.23|"7,296 11,591 14,817"
14882|"16-01-2022"|92003.67|"Amabelle Langrick"|"St 080 No 988 83"|6|14.669|17.78|"22,4 25,158 5,779"
14334|"20-02-2022"|57430.89|"Tann Dysert"|"St 080 No 639 18"|2|24.418|14.86|"15,456 15,924 13,195"
14212|"20-02-2022"|65317.113|"Kipper Madine"|"Av 181 No 081 38"|2|27.771|16.18|"18,556 23,582 6,39"
14265|"20-02-2022"|56892.285|"Moshe Braunston"|"Av 137 No 085 00"|2|24.189|18.53|"7,525 25,845 22,205"
14721|"21-01-2022"|56618.42|"Wyndham Bing"|"Av 152 No 085 70"|5|9.629|19.88|"21,888 12,94 24,808"
14624|"31-01-2022"|59031.13|"Chancey Heffernon"|"Av 495 No 085 54"|4|15.059|14.35|"23,482 7,131 12,45"
14121|"02-03-2022"|38657.473|"Donnell Wren"|"St 086 No 856 18"|1|24.654|19.27|"17,407 21,924 18,493"
14671|"31-01-2022"|116721.625|"Isadore Laible"|"Av 881 No 087 28"|4|29.776|14.71|"28,842 8,895 6,38"
14720|"21-01-2022"|133857.97|"Carroll Beall"|"St 088 No 796 94"|5|22.765|18.82|"16,402 15,213 24,856"
14685|"21-01-2022"|96737.59|"Lizzie Guiso"|"St 089 No 566 63"|5|16.452|15.91|"9,77 13,936 24,021"
14252|"20-02-2022"|26161.186|"Caryl Aireton"|"Av 486 No 095 92"|2|11.123|16.82|"19,593 9,661 21,192"
14861|"16-01-2022"|111177.12|"Oby Shearmer"|"St 097 No 238 26"|6|17.726|16.78|"12,534 10,719 27,097"
14082|"02-03-2022"|11471.488|"Cristine Tabner"|"Av 896 No 097 72"|1|7.316|23.75|"14,266 28,845 28,131"
14344|"20-02-2022"|39322.92|"Tyson MacCartan"|"Av 842 No 098 95"|2|16.719|22.75|"24,667 14,59 29,003"
14729|"21-01-2022"|100530.19|"Tonya Glowacz"|"St 098 No 764 69"|5|17.097|18.95|"10,472 17,842 28,524"
14924|"16-01-2022"|144199.1|"Cody Osbiston"|"St 098 No 397 27"|6|22.991|16.37|"13,757 22,209 13,141"
14987|"16-01-2022"|111923.484|"Blayne Yedall"|"St 099 No 420 43"|6|17.845|16.44|"29,329 10,633 9,344"
14146|"02-03-2022"|8188.096|"Kennedy Randleson"|"St 099 No 550 31"|1|5.222|16.2|"13,874 25,893 8,829"
14971|"16-01-2022"|132200.8|"Shaylah Hurst"|"St 100 No 211 52"|6|21.078|13.22|"16,758 5,037 17,871"
14826|"21-01-2022"|132064.58|"Reena Churly"|"St 102 No 436 00"|5|22.46|20.48|"26,701 11,301 23,448"
14394|"10-02-2022"|101510.555|"Elise Meffen"|"St 102 No 232 67"|3|29.595|19.6|"25,554 24,107 9,125"
14618|"31-01-2022"|20505.467|"Baudoin Chapelhow"|"St 104 No 961 10"|4|5.231|24.72|"26,24 23,631 24,281"
14793|"21-01-2022"|155666.86|"Daile Rodd"|"St 104 No 201 50"|5|26.474|7.31|"9,025 6,426 6,492"
14277|"20-02-2022"|22948.367|"Rhianna Revell"|"St 104 No 111 13"|2|9.757|12.35|"9,415 17,501 10,144"
14179|"20-02-2022"|43532.984|"Trude Crunden"|"Av 824 No 106 41"|2|18.509|15.28|"24,211 6,476 15,14"
14442|"10-02-2022"|33596.754|"Gael Camilli"|"Av 379 No 106 60"|3|9.795|22.68|"11,421 28,111 28,519"
14639|"31-01-2022"|56193.06|"Wilhelm Tacon"|"Av 075 No 106 25"|4|14.335|16.78|"9,244 12,363 28,743"
14860|"16-01-2022"|143734.97|"Magdalen Stickels"|"Av 945 No 107 25"|6|22.917|7.16|"9,287 5,524 6,674"
14464|"10-02-2022"|50064.133|"Oneida Sprasen"|"St 108 No 305 95"|3|14.596|15.62|"29,331 9,13 8,405"
14718|"21-01-2022"|138332.64|"Ealasaid Leabeater"|"Av 151 No 109 03"|5|23.526|19.46|"10,856 27,592 19,939"
14857|"16-01-2022"|168584.55|"Earvin Pleager"|"St 110 No 176 93"|6|26.879|16.47|"8,987 13,086 27,347"
14304|"20-02-2022"|12533.755|"Sam Dallosso"|"Av 405 No 111 14"|2|5.329|19.64|"23,837 29,959 5,113"
14372|"10-02-2022"|81102.12|"Tabbie Bucktrout"|"St 112 No 493 63"|3|23.645|22.43|"27,657 20,243 19,387"
14966|"16-01-2022"|143753.78|"Jdavie Eke"|"Av 057 No 112 27"|6|22.92|19.68|"14,484 24,605 19,955"
14016|"02-03-2022"|9005.024|"Leela Mathonnet"|"Av 496 No 113 77"|1|5.743|11.83|"17,391 6,6 11,495"
14335|"20-02-2022"|38487.965|"Bogey Dougan"|"Av 457 No 115 51"|2|16.364|14.42|"14,049 5,937 23,271"
14530|"31-01-2022"|45322.926|"Ofella Galia"|"Av 215 No 117 54"|4|11.562|18.19|"26,926 22,322 5,327"
14040|"02-03-2022"|22380.064|"Damien Cantillion"|"Av 854 No 117 04"|1|14.273|14.85|"16,152 22,378 6,014"
14431|"10-02-2022"|44699.63|"Adolph Gronav"|"Av 092 No 119 53"|3|13.032|20.33|"19,01 20,73 21,255"
14486|"10-02-2022"|58673.41|"Mavis Chevis"|"Av 123 No 119 44"|3|17.106|22.98|"29,191 22,98 16,768"
14041|"02-03-2022"|28412.16|"Kalil Albiston"|"St 119 No 999 92"|1|18.12|21.42|"9,838 25,872 28,556"
14897|"16-01-2022"|159189.12|"Ilse Calyton"|"Av 220 No 120 40"|6|25.381|10.56|"12,344 5,779 13,545"
14038|"02-03-2022"|22433.377|"Trumaine MacAless"|"St 122 No 567 27"|1|14.307|18.9|"27,726 9,65 19,326"
14632|"31-01-2022"|51865.387|"Tania Burns"|"St 122 No 501 96"|4|13.231|16.35|"20,538 10,52 17,979"
14129|"02-03-2022"|30306.305|"Jeni Collings"|"Av 048 No 122 89"|1|19.328|14.15|"11,816 23,853 6,785"
14275|"20-02-2022"|40108.484|"Delcine Crone"|"Av 017 No 125 99"|2|17.053|20.24|"19,552 11,9 29,279"
14785|"21-01-2022"|34733.1|"Serge Stenbridge"|"St 125 No 182 87"|5|5.907|20.99|"25,182 26,756 11,021"
14178|"20-02-2022"|57826.027|"Carlin McCurdy"|"St 125 No 464 93"|2|24.586|18.83|"20,264 19,233 16,981"
14361|"10-02-2022"|51021.1|"Gallard Graalman"|"Av 932 No 127 37"|3|14.875|22.54|"25,387 13,015 29,216"
14332|"20-02-2022"|60380.29|"Haily Blaxlande"|"St 130 No 004 89"|2|25.672|20.06|"28,716 11,711 19,762"
14475|"10-02-2022"|32190.457|"Gabe Warrener"|"St 133 No 078 79"|3|9.385|18.34|"12,221 18,421 24,385"
14539|"31-01-2022"|83887.79|"Dorena Semaine"|"Av 615 No 134 89"|4|21.4|16.28|"12,201 19,169 17,463"
14365|"10-02-2022"|23697.8|"Marris Wiffler"|"St 136 No 105 09"|3|6.909|22.09|"14,483 25,355 26,444"
14768|"21-01-2022"|116659.0|"Felecia Reynoollds"|"St 137 No 561 65"|5|19.84|24.1|"25,906 27,371 19,011"
14677|"31-01-2022"|97078.555|"Breena Winspeare"|"Av 025 No 138 80"|4|24.765|19.14|"7,749 24,46 25,213"
14133|"02-03-2022"|20733.664|"Marni Bennough"|"St 139 No 241 52"|1|13.223|25.15|"29,196 19,779 26,473"
14136|"02-03-2022"|9208.864|"Zacharias Hadden"|"Av 778 No 140 45"|1|5.873|14.97|"19,291 18,231 7,384"
14675|"31-01-2022"|61892.723|"Huberto Aronow"|"Av 183 No 140 57"|4|15.789|18.22|"20,664 24,22 9,773"
14535|"31-01-2022"|80857.63|"Johanna Tempest"|"Av 016 No 141 20"|4|20.627|19.83|"10,118 29,324 20,058"
14177|"20-02-2022"|56720.59|"Charity Haythornthwaite"|"Av 028 No 141 13"|2|24.116|19.14|"23,025 13,496 20,899"
14267|"20-02-2022"|43095.51|"Rosaleen Flewan"|"St 141 No 338 70"|2|18.323|17.58|"29,059 14,534 9,144"
14441|"10-02-2022"|90445.41|"Perla Batteson"|"St 141 No 420 28"|3|26.369|19.25|"22,784 6,497 28,47"
14880|"16-01-2022"|153042.58|"Hesther Coddrington"|"Av 598 No 142 87"|6|24.401|19.26|"16,075 22,361 19,352"
14322|"20-02-2022"|53728.86|"Meier Gayforth"|"St 143 No 711 90"|2|22.844|21.69|"29,694 18,721 16,661"
14892|"16-01-2022"|97798.984|"Kirstyn Jickles"|"St 146 No 266 80"|6|15.593|26.31|"27,008 23,791 28,117"
14931|"16-01-2022"|160361.98|"Jonell Blaszkiewicz"|"Av 368 No 147 43"|6|25.568|19.16|"22,263 20,932 14,294"
14266|"20-02-2022"|56078.496|"Kristi Gellately"|"St 147 No 471 89"|2|23.843|13.52|"12,279 20,404 7,889"
14574|"31-01-2022"|95792.8|"Wilone Penhearow"|"St 147 No 821 65"|4|24.437|21.05|"7,406 29,446 26,292"
14653|"31-01-2022"|41634.215|"Jae Broadbridge"|"St 148 No 087 81"|4|10.621|12.12|"5,429 21,079 9,843"
14508|"10-02-2022"|94348.734|"Mikol Bibby"|"St 149 No 933 54"|3|27.507|19.33|"11,912 16,59 29,479"
14454|"10-02-2022"|73463.52|"Daphne Mayers"|"Av 609 No 150 55"|3|21.418|12.35|"14,291 16,238 6,534"
14867|"16-01-2022"|185293.11|"Ashleigh Bilbey"|"Av 371 No 151 26"|6|29.543|16.71|"8,573 18,469 23,086"
14381|"10-02-2022"|79071.56|"Josias Picardo"|"Av 949 No 151 71"|3|23.053|12.64|"18,383 6,846 12,692"
14003|"02-03-2022"|17431.455|"Priscilla Martyntsev"|"St 155 No 420 64"|1|11.117|14.66|"13,249 25,03 5,692"
14800|"21-01-2022"|46216.723|"Gaby Meeus"|"Av 524 No 155 53"|5|7.86|9.76|"7,212 5,986 16,096"
14096|"02-03-2022"|27883.744|"Gaultiero Bumphrey"|"St 157 No 569 34"|1|17.783|12.36|"13,049 14,46 9,562"
14890|"16-01-2022"|73030.94|"Gerek Talks"|"St 158 No 337 07"|6|11.644|18.39|"12,655 14,896 27,612"
14646|"31-01-2022"|39399.82|"Binni Sworne"|"Av 022 No 158 11"|4|10.051|20.4|"20,375 18,369 22,466"
14287|"20-02-2022"|53587.74|"Wesley Braunroth"|"St 162 No 053 47"|2|22.784|19.35|"27,671 10,754 19,63"
14388|"10-02-2022"|88291.375|"Rica Boffin"|"Av 650 No 163 73"|3|25.741|13.63|"6,709 8,145 26,042"
14708|"21-01-2022"|167003.47|"Dixie Giovannelli"|"Av 623 No 164 72"|5|28.402|19.79|"25,045 14,966 19,372"
14575|"31-01-2022"|47247.64|"Grantley Ganter"|"St 165 No 485 02"|4|12.053|15.29|"25,521 11,152 9,21"
14780|"21-01-2022"|61839.855|"Lisha Fronks"|"St 166 No 605 48"|5|10.517|25.44|"27,163 25,068 24,096"
14249|"20-02-2022"|50003.31|"Corbin Cluett"|"Av 280 No 166 16"|2|21.26|25.93|"28,897 23,483 25,421"
14735|"21-01-2022"|55571.785|"Rosie Yanshin"|"St 170 No 653 62"|5|9.451|14.47|"10,43 11,36 21,614"
14190|"20-02-2022"|45400.465|"Caz Beretta"|"Av 278 No 170 74"|2|19.303|23.67|"26,092 19,057 25,86"
14123|"02-03-2022"|19527.871|"Gerta Dybell"|"Av 968 No 172 18"|1|12.454|18.35|"6,787 19,85 28,404"
14830|"21-01-2022"|80161.91|"Maighdiln Trevallion"|"Av 488 No 172 24"|5|13.633|21.38|"11,97 28,824 23,349"
14602|"31-01-2022"|75977.25|"Griff Rubinfajn"|"St 173 No 486 96"|4|19.382|11.22|"16,484 6,698 10,474"
14106|"02-03-2022"|36995.39|"Burty Slite"|"Av 950 No 176 45"|1|23.594|15.26|"26,077 7,989 11,72"
14037|"02-03-2022"|24892.0|"Stephi Healey"|"St 176 No 230 54"|1|15.875|20.79|"23,71 24,953 13,707"
14661|"31-01-2022"|78423.32|"Sterne Banaszkiewicz"|"Av 222 No 177 91"|4|20.006|20.13|"14,138 25,954 20,291"
14426|"10-02-2022"|39475.754|"Hanny Grayshan"|"St 181 No 001 37"|3|11.509|16.0|"7,113 14,119 26,759"
14531|"31-01-2022"|98599.51|"Frasquito Weitzel"|"Av 255 No 182 01"|4|25.153|22.06|"19,704 26,804 19,662"
14222|"20-02-2022"|61095.293|"Yoshiko Eadington"|"Av 341 No 183 74"|2|25.976|13.73|"9,819 23,538 7,836"
14654|"31-01-2022"|106945.164|"Berthe Clempton"|"Av 415 No 183 70"|4|27.282|16.2|"15,896 6,26 26,431"
14063|"02-03-2022"|23759.904|"Cary Ickovicz"|"St 183 No 548 03"|1|15.153|20.92|"10,163 29,205 23,381"
14967|"16-01-2022"|172241.11|"Ozzy Raison"|"St 183 No 965 18"|6|27.462|26.63|"29,981 21,772 28,131"
14655|"31-01-2022"|108764.04|"Arleyne Leheude"|"St 184 No 843 70"|4|27.746|19.92|"7,715 23,394 28,658"
14638|"31-01-2022"|99450.15|"Esther Albarez"|"Av 706 No 184 19"|4|25.37|10.71|"10,346 5,644 16,129"
14216|"20-02-2022"|20993.863|"Cliff Pridmore"|"St 184 No 649 93"|2|8.926|22.65|"23,725 28,885 15,329"
14763|"21-01-2022"|80014.91|"Cathi Abdee"|"Av 012 No 185 55"|5|13.608|19.21|"26,151 11,543 19,937"
14301|"20-02-2022"|52955.055|"Cesaro Hinstridge"|"St 185 No 068 74"|2|22.515|14.59|"10,414 11,846 21,512"
14089|"02-03-2022"|31200.064|"Yoko Hehl"|"Av 637 No 186 91"|1|19.898|18.58|"17,825 14,576 23,324"
14474|"10-02-2022"|37126.21|"Roger McLurg"|"Av 185 No 188 43"|3|10.824|13.22|"16,961 6,667 16,044"
14189|"20-02-2022"|48199.332|"Shane Ivanikhin"|"St 192 No 046 80"|2|20.493|13.24|"22,906 10,986 5,822"
14918|"16-01-2022"|33398.293|"Nappie Baggs"|"Av 016 No 193 40"|6|5.325|9.98|"14,804 8,582 6,545"
14097|"02-03-2022"|21977.088|"Reggi Huyge"|"Av 796 No 195 06"|1|14.016|20.22|"28,11 24,951 7,609"
14234|"20-02-2022"|19980.154|"Melisande Float"|"Av 193 No 196 70"|2|8.495|17.52|"19,252 22,926 10,395"
14585|"31-01-2022"|62802.16|"Keir Lacer"|"Av 725 No 198 08"|4|16.021|19.16|"11,266 21,894 24,31"
14295|"20-02-2022"|34661.277|"Stavros Adamiec"|"Av 623 No 198 65"|2|14.737|17.96|"15,277 12,767 25,85"
14956|"16-01-2022"|114143.766|"Odette Chetham"|"St 198 No 216 58"|6|18.199|14.66|"15,989 19,584 8,416"
14504|"10-02-2022"|102234.28|"Karil McNea"|"Av 073 No 198 82"|3|29.806|15.86|"10,132 10,164 27,27"
14783|"21-01-2022"|65608.93|"Borg McGrory"|"Av 804 No 203 51"|5|11.158|15.83|"18,498 9,906 19,075"
14358|"10-02-2022"|32516.305|"Berny Sickling"|"Av 618 No 204 53"|3|9.48|24.68|"27,854 21,115 25,079"
14518|"10-02-2022"|80789.984|"Giff Coggen"|"St 206 No 327 83"|3|23.554|10.35|"11,677 5,713 13,667"
14310|"20-02-2022"|14149.572|"Katrine Ornils"|"Av 343 No 208 22"|2|6.016|18.21|"7,961 22,885 23,789"
14476|"10-02-2022"|100364.94|"Gretchen Samudio"|"Av 334 No 208 04"|3|29.261|11.27|"7,414 10,888 15,497"
14207|"20-02-2022"|30204.256|"Mariska Leahair"|"Av 019 No 208 28"|2|12.842|24.77|"21,033 29,952 23,316"
14556|"31-01-2022"|37243.824|"Doreen Garey"|"Av 078 No 209 03"|4|9.501|24.28|"23,294 22,951 26,609"
14991|"16-01-2022"|67141.55|"Lane Geely"|"St 210 No 718 14"|6|10.705|9.75|"15,247 8,523 5,477"
14896|"16-01-2022"|156692.88|"Branden Trubshawe"|"St 211 No 634 68"|6|24.983|10.47|"7,313 15,252 8,858"
14432|"10-02-2022"|57572.383|"Woodrow Miettinen"|"St 214 No 019 17"|3|16.785|27.73|"28,879 26,364 27,947"
14015|"02-03-2022"|26715.584|"Claude Raylton"|"St 215 No 249 82"|1|17.038|13.3|"5,626 11,938 22,333"
14586|"31-01-2022"|73672.29|"Hope Fabb"|"St 215 No 253 30"|4|18.794|16.51|"9,52 25,991 14,022"
14611|"31-01-2022"|76506.445|"Brenda McGilvray"|"Av 219 No 216 66"|4|19.517|15.91|"25,643 14,226 7,855"
14541|"31-01-2022"|51900.668|"Deeann Guillford"|"Av 777 No 218 04"|4|13.24|17.81|"8,646 19,034 25,754"
14983|"16-01-2022"|40780.414|"Chalmers Stollhofer"|"Av 656 No 218 52"|6|6.502|13.14|"10,835 12,667 15,932"
14524|"31-01-2022"|50618.832|"Candie Iddy"|"St 218 No 559 87"|4|12.913|16.12|"7,227 17,935 23,19"
14242|"20-02-2022"|54987.176|"Janene Kenninghan"|"St 218 No 128 05"|2|23.379|17.48|"12,942 29,623 9,867"
14870|"16-01-2022"|103788.73|"Maris Fogden"|"Av 531 No 220 05"|6|16.548|19.6|"10,306 22,767 25,727"
14521|"31-01-2022"|51144.11|"Salvidor Tripet"|"St 223 No 741 88"|4|13.047|17.26|"9,347 14,251 28,184"
14377|"10-02-2022"|82597.586|"Daniella Shawel"|"St 225 No 259 82"|3|24.081|16.97|"27,005 6,172 17,724"
14912|"16-01-2022"|71281.055|"Doralia Brizland"|"Av 720 No 225 90"|6|11.365|15.1|"15,604 8,655 21,043"
14031|"02-03-2022"|32319.615|"Meryl Offell"|"Av 320 No 227 84"|1|20.612|18.49|"8,435 17,61 29,424"
14570|"31-01-2022"|105000.85|"Marylinda Grigoli"|"Av 399 No 229 62"|4|26.786|12.56|"17,636 13,374 6,676"
14668|"31-01-2022"|29180.406|"Barbra Berthod"|"Av 989 No 230 81"|4|7.444|18.95|"11,662 24,114 21,074"
14052|"02-03-2022"|20355.775|"Elmo Scoular"|"St 231 No 847 46"|1|12.982|22.83|"24,29 19,396 24,813"
14427|"10-02-2022"|87128.61|"Cornell Gisbye"|"Av 701 No 234 20"|3|25.402|22.73|"20,246 21,905 26,025"
14502|"10-02-2022"|76776.9|"Clemmy Reimer"|"Av 186 No 235 23"|3|22.384|20.51|"29,598 5,619 26,303"
