"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"|"last"
23027|"30-11-2022"|16622.367|"Bernarr Titman"|"St 063 No 688 63"|10.601|"20,594 21,802 10,601 16,409 24,939"
23690|"21-10-2022"|168167.72|"Yvon Currm"|"St 064 No 330 52"|28.6|"21,396 9,426 28,6 25,267 16,349"
23931|"16-10-2022"|119249.16|"Marve Armitt"|"Av 278 No 064 39"|19.013|"8,259 18,485 19,013 8,119 21,528"
23844|"16-10-2022"|160481.16|"Pryce Grewar"|"Av 895 No 066 88"|25.587|"9,152 6,663 25,587 22,467 12,693"
23512|"10-11-2022"|84209.69|"Mei Mechi"|"St 067 No 815 48"|24.551|"9,849 22,824 24,551 8,817 29,472"
23451|"10-11-2022"|78413.0|"Caye Rice"|"Av 598 No 069 20"|22.861|"19,898 8,661 22,861 26,548 11,641"
23632|"31-10-2022"|114432.35|"Herb Feldmark"|"St 069 No 642 56"|29.192|"9,591 8,988 29,192 10,168 27,961"
23409|"10-11-2022"|81832.7|"Addie Kenlin"|"St 072 No 894 99"|23.858|"24,93 27,014 23,858 8,35 29,353"
23510|"10-11-2022"|87396.15|"Jane Keneford"|"St 072 No 853 68"|25.48|"10,034 29,802 25,48 17,22 6,609"
23790|"21-10-2022"|48339.4|"Elbert Springer"|"St 074 No 377 60"|8.221|"23,243 18,631 8,221 28,625 9,517"
23047|"30-11-2022"|36772.734|"Gleda Wornum"|"St 075 No 031 11"|23.452|"15,114 9,473 23,452 7,106 28,049"
23776|"21-10-2022"|60269.9|"Mead Freke"|"St 079 No 138 93"|10.25|"5,966 24,793 10,25 22,389 21,773"
23869|"16-10-2022"|92931.93|"Cilka Ricket"|"Av 660 No 079 47"|14.817|"7,296 11,591 14,817 20,79 25,561"
23884|"16-10-2022"|36245.773|"Amabelle Langrick"|"St 080 No 988 83"|5.779|"22,4 25,158 5,779 28,923 28,39"
23263|"20-11-2022"|31034.508|"Tann Dysert"|"St 080 No 639 18"|13.195|"15,456 15,924 13,195 27,521 23,95"
23269|"20-11-2022"|15029.216|"Kipper Madine"|"Av 181 No 081 38"|6.39|"18,556 23,582 6,39 26,742 16,466"
23224|"20-11-2022"|52225.938|"Moshe Braunston"|"Av 137 No 085 00"|22.205|"7,525 25,845 22,205 26,201 10,734"
23837|"21-10-2022"|145870.8|"Wyndham Bing"|"Av 152 No 085 70"|24.808|"21,888 12,94 24,808 14,335 12,08"
23663|"31-10-2022"|48803.875|"Chancey Heffernon"|"Av 495 No 085 54"|12.45|"23,482 7,131 12,45 7,661 26,673"
23052|"30-11-2022"|28997.023|"Donnell Wren"|"St 086 No 856 18"|18.493|"17,407 21,924 18,493 11,779 10,029"
23559|"31-10-2022"|25009.537|"Isadore Laible"|"Av 881 No 087 28"|6.38|"28,842 8,895 6,38 8,438 17,42"
23814|"21-10-2022"|146153.03|"Carroll Beall"|"St 088 No 796 94"|24.856|"16,402 15,213 24,856 27,728 20,356"
23743|"21-10-2022"|141243.23|"Lizzie Guiso"|"St 089 No 566 63"|24.021|"9,77 13,936 24,021 20,595 28,787"
23239|"20-11-2022"|49843.37|"Caryl Aireton"|"Av 486 No 095 92"|21.192|"19,593 9,661 21,192 27,937 9,736"
23897|"16-10-2022"|169951.84|"Oby Shearmer"|"St 097 No 238 26"|27.097|"12,534 10,719 27,097 12,149 7,348"
23031|"30-11-2022"|44109.406|"Cristine Tabner"|"Av 896 No 097 72"|28.131|"14,266 28,845 28,131 7 28,124"
23204|"20-11-2022"|68214.766|"Tyson MacCartan"|"Av 842 No 098 95"|29.003|"24,667 14,59 29,003 23,416 26,55"
23714|"21-10-2022"|167720.83|"Tonya Glowacz"|"St 098 No 764 69"|28.524|"10,472 17,842 28,524 14,872 17,201"
23960|"16-10-2022"|82420.086|"Cody Osbiston"|"St 098 No 397 27"|13.141|"13,757 22,209 13,141 16,348 25,919"
23893|"16-10-2022"|58605.383|"Blayne Yedall"|"St 099 No 420 43"|9.344|"29,329 10,633 9,344 28,499 23,026"
23146|"30-11-2022"|13843.872|"Kennedy Randleson"|"St 099 No 550 31"|8.829|"13,874 25,893 8,829 24,545 24,701"
23978|"16-10-2022"|112086.555|"Shaylah Hurst"|"St 100 No 211 52"|17.871|"16,758 5,037 17,871 19,012 6,899"
23822|"21-10-2022"|137874.0|"Reena Churly"|"St 102 No 436 00"|23.448|"26,701 11,301 23,448 20,38 25,819"
23503|"10-11-2022"|31298.658|"Elise Meffen"|"St 102 No 232 67"|9.125|"25,554 24,107 9,125 20,939 20,342"
23557|"31-10-2022"|95181.27|"Baudoin Chapelhow"|"St 104 No 961 10"|24.281|"26,24 23,631 24,281 6,561 21,227"
23820|"21-10-2022"|38172.895|"Daile Rodd"|"St 104 No 201 50"|6.492|"9,025 6,426 6,492 7,212 22,697"
23207|"20-11-2022"|23858.586|"Rhianna Revell"|"St 104 No 111 13"|10.144|"9,415 17,501 10,144 27,939 14,818"
23301|"20-11-2022"|35609.13|"Trude Crunden"|"Av 824 No 106 41"|15.14|"24,211 6,476 15,14 9,198 29,145"
23424|"10-11-2022"|97819.88|"Gael Camilli"|"Av 379 No 106 60"|28.519|"11,421 28,111 28,519 6,734 19,048"
23573|"31-10-2022"|112672.27|"Wilhelm Tacon"|"Av 075 No 106 25"|28.743|"9,244 12,363 28,743 14,757 12,211"
23955|"16-10-2022"|41859.195|"Magdalen Stickels"|"Av 945 No 107 25"|6.674|"9,287 5,524 6,674 19,922 18,241"
23371|"10-11-2022"|28829.066|"Oneida Sprasen"|"St 108 No 305 95"|8.405|"29,331 9,13 8,405 17,887 25,842"
23688|"21-10-2022"|117241.12|"Ealasaid Leabeater"|"Av 151 No 109 03"|19.939|"10,856 27,592 19,939 28,318 18,314"
23899|"16-10-2022"|171519.84|"Earvin Pleager"|"St 110 No 176 93"|27.347|"8,987 13,086 27,347 26,389 14,029"
23320|"20-11-2022"|12025.725|"Sam Dallosso"|"Av 405 No 111 14"|5.113|"23,837 29,959 5,113 24,276 10,485"
23457|"10-11-2022"|66497.22|"Tabbie Bucktrout"|"St 112 No 493 63"|19.387|"27,657 20,243 19,387 24,976 28,834"
23900|"16-10-2022"|125157.36|"Jdavie Eke"|"Av 057 No 112 27"|19.955|"14,484 24,605 19,955 18,901 9,657"
23162|"30-11-2022"|18024.16|"Leela Mathonnet"|"Av 496 No 113 77"|11.495|"17,391 6,6 11,495 18,44 6,139"
23209|"20-11-2022"|54733.16|"Bogey Dougan"|"Av 457 No 115 51"|23.271|"14,049 5,937 23,271 22,125 26,25"
23587|"31-10-2022"|20881.787|"Ofella Galia"|"Av 215 No 117 54"|5.327|"26,926 22,322 5,327 9,374 26,55"
23062|"30-11-2022"|9429.952|"Damien Cantillion"|"Av 854 No 117 04"|6.014|"16,152 22,378 6,014 27,582 14,715"
23390|"10-11-2022"|72904.44|"Adolph Gronav"|"Av 092 No 119 53"|21.255|"19,01 20,73 21,255 7,521 22,979"
23392|"10-11-2022"|57514.074|"Mavis Chevis"|"Av 123 No 119 44"|16.768|"29,191 22,98 16,768 7,324 13,789"
23142|"30-11-2022"|44775.81|"Kalil Albiston"|"St 119 No 999 92"|28.556|"9,838 25,872 28,556 18,597 17,255"
23906|"16-10-2022"|84953.97|"Ilse Calyton"|"Av 220 No 120 40"|13.545|"12,344 5,779 13,545 6,491 23,331"
23156|"30-11-2022"|30303.168|"Trumaine MacAless"|"St 122 No 567 27"|19.326|"27,726 9,65 19,326 13,112 11,589"
23608|"31-10-2022"|70477.5|"Tania Burns"|"St 122 No 501 96"|17.979|"20,538 10,52 17,979 17,011 24,94"
23082|"30-11-2022"|10638.88|"Jeni Collings"|"Av 048 No 122 89"|6.785|"11,816 23,853 6,785 20,353 23,527"
23309|"20-11-2022"|68863.914|"Delcine Crone"|"Av 017 No 125 99"|29.279|"19,552 11,9 29,279 12,541 8,645"
23699|"21-10-2022"|64803.37|"Serge Stenbridge"|"St 125 No 182 87"|11.021|"25,182 26,756 11,021 9,072 9,512"
23298|"20-11-2022"|39939.14|"Carlin McCurdy"|"St 125 No 464 93"|16.981|"20,264 19,233 16,981 12,472 9,32"
23416|"10-11-2022"|100210.586|"Gallard Graalman"|"Av 932 No 127 37"|29.216|"25,387 13,015 29,216 10,153 28,811"
23225|"20-11-2022"|46480.027|"Haily Blaxlande"|"St 130 No 004 89"|19.762|"28,716 11,711 19,762 23,822 7,954"
23520|"10-11-2022"|83640.305|"Gabe Warrener"|"St 133 No 078 79"|24.385|"12,221 18,421 24,385 28,063 24,118"
23658|"31-10-2022"|68454.79|"Dorena Semaine"|"Av 615 No 134 89"|17.463|"12,201 19,169 17,463 7,598 23,521"
23469|"10-11-2022"|90702.66|"Marris Wiffler"|"St 136 No 105 09"|26.444|"14,483 25,355 26,444 15,738 19,182"
23730|"21-10-2022"|111784.49|"Felecia Reynoollds"|"St 137 No 561 65"|19.011|"25,906 27,371 19,011 22,956 22,704"
23659|"31-10-2022"|98834.71|"Breena Winspeare"|"Av 025 No 138 80"|25.213|"7,749 24,46 25,213 11,125 11,061"
23084|"30-11-2022"|41509.664|"Marni Bennough"|"St 139 No 241 52"|26.473|"29,196 19,779 26,473 21,936 18,107"
23025|"30-11-2022"|11578.112|"Zacharias Hadden"|"Av 778 No 140 45"|7.384|"19,291 18,231 7,384 15,262 26,418"
23621|"31-10-2022"|38310.062|"Huberto Aronow"|"Av 183 No 140 57"|9.773|"20,664 24,22 9,773 23,069 23,232"
23555|"31-10-2022"|78627.16|"Johanna Tempest"|"Av 016 No 141 20"|20.058|"10,118 29,324 20,058 25,837 15,839"
23303|"20-11-2022"|49154.24|"Charity Haythornthwaite"|"Av 028 No 141 13"|20.899|"23,025 13,496 20,899 28,537 9,664"
23253|"20-11-2022"|21506.596|"Rosaleen Flewan"|"St 141 No 338 70"|9.144|"29,059 14,534 9,144 23,262 17,746"
23511|"10-11-2022"|97651.81|"Perla Batteson"|"St 141 No 420 28"|28.47|"22,784 6,497 28,47 17,691 7,739"
23889|"16-10-2022"|121375.36|"Hesther Coddrington"|"Av 598 No 142 87"|19.352|"16,075 22,361 19,352 6,686 10,714"
23331|"20-11-2022"|39186.504|"Meier Gayforth"|"St 143 No 711 90"|16.661|"29,694 18,721 16,661 23,038 29,627"
23944|"16-10-2022"|176349.27|"Kirstyn Jickles"|"St 146 No 266 80"|28.117|"27,008 23,791 28,117 28,58 14,084"
23857|"16-10-2022"|89651.68|"Jonell Blaszkiewicz"|"Av 368 No 147 43"|14.294|"22,263 20,932 14,294 19,484 27,145"
23194|"20-11-2022"|18554.85|"Kristi Gellately"|"St 147 No 471 89"|7.889|"12,279 20,404 7,889 29,333 25,069"
23618|"31-10-2022"|103064.375|"Wilone Penhearow"|"St 147 No 821 65"|26.292|"7,406 29,446 26,292 24,656 25,178"
23642|"31-10-2022"|38584.46|"Jae Broadbridge"|"St 148 No 087 81"|9.843|"5,429 21,079 9,843 7,484 11,351"
23434|"10-11-2022"|101112.67|"Mikol Bibby"|"St 149 No 933 54"|29.479|"11,912 16,59 29,479 9,49 7,18"
23417|"10-11-2022"|22411.555|"Daphne Mayers"|"Av 609 No 150 55"|6.534|"14,291 16,238 6,534 16,591 21,79"
23902|"16-10-2022"|144794.94|"Ashleigh Bilbey"|"Av 371 No 151 26"|23.086|"8,573 18,469 23,086 6,556 7,792"
23489|"10-11-2022"|43533.434|"Josias Picardo"|"Av 949 No 151 71"|12.692|"18,383 6,846 12,692 16,814 25,972"
23053|"30-11-2022"|8925.056|"Priscilla Martyntsev"|"St 155 No 420 64"|5.692|"13,249 25,03 5,692 10,823 27,27"
23717|"21-10-2022"|94644.32|"Gaby Meeus"|"Av 524 No 155 53"|16.096|"7,212 5,986 16,096 27,663 6,976"
23060|"30-11-2022"|14993.216|"Gaultiero Bumphrey"|"St 157 No 569 34"|9.562|"13,049 14,46 9,562 6,283 11,081"
23980|"16-10-2022"|173181.9|"Gerek Talks"|"St 158 No 337 07"|27.612|"12,655 14,896 27,612 24,908 23,536"
23615|"31-10-2022"|88066.49|"Binni Sworne"|"Av 022 No 158 11"|22.466|"20,375 18,369 22,466 12,599 11,563"
23190|"20-11-2022"|46169.562|"Wesley Braunroth"|"St 162 No 053 47"|19.63|"27,671 10,754 19,63 13,045 22,023"
23378|"10-11-2022"|89323.8|"Rica Boffin"|"Av 650 No 163 73"|26.042|"6,709 8,145 26,042 16,547 10,866"
23733|"21-10-2022"|113907.164|"Dixie Giovannelli"|"Av 623 No 164 72"|19.372|"25,045 14,966 19,372 17,511 26,067"
23551|"31-10-2022"|36103.11|"Grantley Ganter"|"St 165 No 485 02"|9.21|"25,521 11,152 9,21 7,127 7,647"
23694|"21-10-2022"|141684.23|"Lisha Fronks"|"St 166 No 605 48"|24.096|"27,163 25,068 24,096 23,97 12,826"
23356|"20-11-2022"|59789.938|"Corbin Cluett"|"Av 280 No 166 16"|25.421|"28,897 23,483 25,421 11,672 18,211"
23751|"21-10-2022"|127090.1|"Rosie Yanshin"|"St 170 No 653 62"|21.614|"10,43 11,36 21,614 20,947 7,288"
23348|"20-11-2022"|60822.46|"Caz Beretta"|"Av 278 No 170 74"|25.86|"26,092 19,057 25,86 8,048 25,851"
23126|"30-11-2022"|44537.473|"Gerta Dybell"|"Av 968 No 172 18"|28.404|"6,787 19,85 28,404 20,557 27,644"
23691|"21-10-2022"|137291.89|"Maighdiln Trevallion"|"Av 488 No 172 24"|23.349|"11,97 28,824 23,349 8,695 7,196"
23567|"31-10-2022"|41057.977|"Griff Rubinfajn"|"St 173 No 486 96"|10.474|"16,484 6,698 10,474 27,478 29,679"
23098|"30-11-2022"|18376.96|"Burty Slite"|"Av 950 No 176 45"|11.72|"26,077 7,989 11,72 29,391 5,636"
23151|"30-11-2022"|21492.576|"Stephi Healey"|"St 176 No 230 54"|13.707|"23,71 24,953 13,707 20,49 20,964"
23536|"31-10-2022"|79540.516|"Sterne Banaszkiewicz"|"Av 222 No 177 91"|20.291|"14,138 25,954 20,291 18,809 27,927"
23439|"10-11-2022"|91783.1|"Hanny Grayshan"|"St 181 No 001 37"|26.759|"7,113 14,119 26,759 15,472 29,428"
23545|"31-10-2022"|77074.84|"Frasquito Weitzel"|"Av 255 No 182 01"|19.662|"19,704 26,804 19,662 14,096 29,054"
23201|"20-11-2022"|18430.193|"Yoshiko Eadington"|"Av 341 No 183 74"|7.836|"9,819 23,538 7,836 17,348 18,261"
23627|"31-10-2022"|103609.26|"Berthe Clempton"|"Av 415 No 183 70"|26.431|"15,896 6,26 26,431 5,662 20,067"
23017|"30-11-2022"|36661.406|"Cary Ickovicz"|"St 183 No 548 03"|23.381|"10,163 29,205 23,381 14,61 5,743"
23922|"16-10-2022"|176437.06|"Ozzy Raison"|"St 183 No 965 18"|28.131|"29,981 21,772 28,131 22,975 17,328"
23624|"31-10-2022"|112339.07|"Arleyne Leheude"|"St 184 No 843 70"|28.658|"7,715 23,394 28,658 25,84 29,67"
23550|"31-10-2022"|63225.52|"Esther Albarez"|"Av 706 No 184 19"|16.129|"10,346 5,644 16,129 21,439 21,946"
23344|"20-11-2022"|36053.656|"Cliff Pridmore"|"St 184 No 649 93"|15.329|"23,725 28,885 15,329 12,618 23,749"
23737|"21-10-2022"|117229.36|"Cathi Abdee"|"Av 012 No 185 55"|19.937|"26,151 11,543 19,937 17,059 27,033"
23203|"20-11-2022"|50596.008|"Cesaro Hinstridge"|"St 185 No 068 74"|21.512|"10,414 11,846 21,512 26,791 16,238"
23065|"30-11-2022"|36572.03|"Yoko Hehl"|"Av 637 No 186 91"|23.324|"17,825 14,576 23,324 27,607 13,526"
23400|"10-11-2022"|55030.758|"Roger McLurg"|"Av 185 No 188 43"|16.044|"16,961 6,667 16,044 18,014 15,817"
23353|"20-11-2022"|13693.286|"Shane Ivanikhin"|"St 192 No 046 80"|5.822|"22,906 10,986 5,822 18,849 10,093"
23936|"16-10-2022"|41050.11|"Nappie Baggs"|"Av 016 No 193 40"|6.545|"14,804 8,582 6,545 23,424 20,756"
23063|"30-11-2022"|11930.912|"Reggi Huyge"|"Av 796 No 195 06"|7.609|"28,11 24,951 7,609 28,932 17,729"
23317|"20-11-2022"|24448.936|"Melisande Float"|"Av 193 No 196 70"|10.395|"19,252 22,926 10,395 18,062 5,549"
23612|"31-10-2022"|95294.95|"Keir Lacer"|"Av 725 No 198 08"|24.31|"11,266 21,894 24,31 12,402 6,936"
23268|"20-11-2022"|60798.94|"Stavros Adamiec"|"Av 623 No 198 65"|25.85|"15,277 12,767 25,85 16,116 5,204"
23945|"16-10-2022"|52784.984|"Odette Chetham"|"St 198 No 216 58"|8.416|"15,989 19,584 8,416 25,573 12,039"
23494|"10-11-2022"|93535.83|"Karil McNea"|"Av 073 No 198 82"|27.27|"10,132 10,164 27,27 17,799 20,103"
23754|"21-10-2022"|112160.81|"Borg McGrory"|"Av 804 No 203 51"|19.075|"18,498 9,906 19,075 27,41 19,681"
23481|"10-11-2022"|86020.72|"Berny Sickling"|"Av 618 No 204 53"|25.079|"27,854 21,115 25,079 16,196 8,375"
23418|"10-11-2022"|46877.67|"Giff Coggen"|"St 206 No 327 83"|13.667|"11,677 5,713 13,667 21,747 18,059"
23274|"20-11-2022"|55951.49|"Katrine Ornils"|"Av 343 No 208 22"|23.789|"7,961 22,885 23,789 11,553 28,478"
23433|"10-11-2022"|53154.555|"Gretchen Samudio"|"Av 334 No 208 04"|15.497|"7,414 10,888 15,497 22,708 27,742"
23242|"20-11-2022"|54839.0|"Mariska Leahair"|"Av 019 No 208 28"|23.316|"21,033 29,952 23,316 19,148 29,764"
23637|"31-10-2022"|104307.016|"Doreen Garey"|"Av 078 No 209 03"|26.609|"23,294 22,951 26,609 15,863 25,356"
23949|"16-10-2022"|34351.633|"Lane Geely"|"St 210 No 718 14"|5.477|"15,247 8,523 5,477 27,411 15,025"
23983|"16-10-2022"|55557.2|"Branden Trubshawe"|"St 211 No 634 68"|8.858|"7,313 15,252 8,858 14,11 26,105"
23381|"10-11-2022"|95857.93|"Woodrow Miettinen"|"St 214 No 019 17"|27.947|"28,879 26,364 27,947 13,506 10,864"
23154|"30-11-2022"|35018.145|"Claude Raylton"|"St 215 No 249 82"|22.333|"5,626 11,938 22,333 16,741 11,2"
23590|"31-10-2022"|54966.1|"Hope Fabb"|"St 215 No 253 30"|14.022|"9,52 25,991 14,022 28,619 18,152"
23546|"31-10-2022"|30791.521|"Brenda McGilvray"|"Av 219 No 216 66"|7.855|"25,643 14,226 7,855 5,697 11,006"
23676|"31-10-2022"|100955.42|"Deeann Guillford"|"Av 777 No 218 04"|25.754|"8,646 19,034 25,754 19,088 26,756"
23991|"16-10-2022"|99925.19|"Chalmers Stollhofer"|"Av 656 No 218 52"|15.932|"10,835 12,667 15,932 6,166 25,281"
23528|"31-10-2022"|90904.57|"Candie Iddy"|"St 218 No 559 87"|23.19|"7,227 17,935 23,19 10,206 15,463"
23231|"20-11-2022"|23207.086|"Janene Kenninghan"|"St 218 No 128 05"|9.867|"12,942 29,623 9,867 13,609 21,208"
23947|"16-10-2022"|161359.23|"Maris Fogden"|"Av 531 No 220 05"|25.727|"10,306 22,767 25,727 10,561 8,199"
23597|"31-10-2022"|110481.0|"Salvidor Tripet"|"St 223 No 741 88"|28.184|"9,347 14,251 28,184 12,448 12,482"
23448|"10-11-2022"|60793.145|"Daniella Shawel"|"St 225 No 259 82"|17.724|"27,005 6,172 17,724 6,691 13,995"
23856|"16-10-2022"|131981.28|"Doralia Brizland"|"Av 720 No 225 90"|21.043|"15,604 8,655 21,043 28,98 23,91"
